GEO.id,GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC04_VC51,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
Id,Geography,Percent; RACE - One race,Percent; RACE - One race - White,Percent; RACE - One race - Black or African American,Percent Margin of Error; RACE - One race - American Indian and Alaska Native,Percent; RACE - One race - Asian,Percent; RACE - One race - Native Hawaiian and Other Pacific Islander,Percent; RACE - One race - Some other race,Percent; RACE - Two or more races
1400000US17031190402,"Census Tract 1904.02, Cook County, Illinois",98.6,59.8,1.2,0.7,2.6,0,34.5,1.4
1400000US17031190601,"Census Tract 1906.01, Cook County, Illinois",100,46.7,4.2,0.6,2.2,0,46.9,0
1400000US17031190602,"Census Tract 1906.02, Cook County, Illinois",98.1,41.5,1.9,0.4,2.4,0,52,1.9
1400000US17031190701,"Census Tract 1907.01, Cook County, Illinois",95.2,47.8,3.5,1,1.2,0,42.7,4.8
1400000US17031190702,"Census Tract 1907.02, Cook County, Illinois",99.5,45,4.2,0.3,0,0,50.1,0.5
1400000US17031190800,"Census Tract 1908, Cook County, Illinois",99.1,36.3,0.9,0.6,0,0.2,61.3,0.9
1400000US17031190900,"Census Tract 1909, Cook County, Illinois",98.5,34.1,5.2,0.6,0,0,58.9,1.5
1400000US17031191000,"Census Tract 1910, Cook County, Illinois",92.7,50.2,4.6,1,0,0,37.9,7.3
1400000US17031191100,"Census Tract 1911, Cook County, Illinois",97.2,35.3,3.2,0.5,0.8,0,57.6,2.8
1400000US17031191200,"Census Tract 1912, Cook County, Illinois",98.8,37.3,1.5,0.8,0.4,0,58.9,1.2
1400000US17031191301,"Census Tract 1913.01, Cook County, Illinois",96.1,29.3,8.5,0.5,2.5,0,55.8,3.9
1400000US17031191302,"Census Tract 1913.02, Cook County, Illinois",97.7,50.8,4.5,0.5,0,0,42.4,2.3
1400000US17031200100,"Census Tract 2001, Cook County, Illinois",97,40.5,4.3,1.5,5.1,1,45.1,3
1400000US17031200200,"Census Tract 2002, Cook County, Illinois",98.8,33.8,2.6,0.7,1.9,0,60.1,1.2
1400000US17031200300,"Census Tract 2003, Cook County, Illinois",99.7,37.5,0.3,1.3,1.9,0.2,59.7,0.3
1400000US17031200401,"Census Tract 2004.01, Cook County, Illinois",97.9,38,3.4,1.2,1.6,0,53.8,2.1
1400000US17031200402,"Census Tract 2004.02, Cook County, Illinois",96,25.8,1,0.7,0.3,0,68.9,4
1400000US17031210100,"Census Tract 2101, Cook County, Illinois",94.5,73.4,2.5,1.8,7.8,1.2,8.4,5.5
1400000US17031210400,"Census Tract 2104, Cook County, Illinois",96.2,78.8,1.5,0.6,3.1,0,12.3,3.8
1400000US17031210501,"Census Tract 2105.01, Cook County, Illinois",98.1,81.4,3.9,7.1,1.2,0,6.6,1.9
1400000US17031210502,"Census Tract 2105.02, Cook County, Illinois",97.2,90.7,2.9,0.3,0.2,0,3.2,2.8
1400000US17031210601,"Census Tract 2106.01, Cook County, Illinois",99.4,78.9,1.4,1.6,6.6,0,11.5,0.6
1400000US17031210602,"Census Tract 2106.02, Cook County, Illinois",95.1,82.9,4.1,0.4,2.8,0,5.1,4.9
1400000US17031210700,"Census Tract 2107, Cook County, Illinois",96.4,87.6,0.7,0.6,2.7,0,5.4,3.6
1400000US17031210800,"Census Tract 2108, Cook County, Illinois",98.3,79.3,0.8,2.3,1.9,1,15.3,1.7
1400000US17031210900,"Census Tract 2109, Cook County, Illinois",99.3,86.8,3.9,0.9,2.8,0,5.8,0.7
1400000US17031220300,"Census Tract 2203, Cook County, Illinois",90.2,81.6,2.7,0.4,1.7,0,4,9.8
1400000US17031220400,"Census Tract 2204, Cook County, Illinois",97.9,84.7,0.5,1.1,4.1,0,8.5,2.1
1400000US17031220500,"Census Tract 2205, Cook County, Illinois",97.9,89.6,4.5,1,2.3,0,1.6,2.1
1400000US17031220601,"Census Tract 2206.01, Cook County, Illinois",96.2,83.9,6.7,0.4,0.8,0.5,4,3.8
1400000US17031220602,"Census Tract 2206.02, Cook County, Illinois",97.4,82.7,4.2,1.4,6.1,0,3.6,2.6
1400000US17031220701,"Census Tract 2207.01, Cook County, Illinois",98.2,80.8,5.1,0.4,0.6,0,11.5,1.8
1400000US17031220702,"Census Tract 2207.02, Cook County, Illinois",97.1,79,6,0.7,3.2,0,8.8,2.9
1400000US17031220901,"Census Tract 2209.01, Cook County, Illinois",93.3,59.5,12.3,0.9,0.8,0,20.7,6.7
1400000US17031220902,"Census Tract 2209.02, Cook County, Illinois",97,86.6,1.1,0.2,0.5,0,8.6,3
1400000US17031221000,"Census Tract 2210, Cook County, Illinois",97.3,77.4,7.9,0.9,1.4,0,10.6,2.7
1400000US17031221100,"Census Tract 2211, Cook County, Illinois",98.6,68.6,16,0.6,2.9,0.4,10.2,1.4
1400000US17031221200,"Census Tract 2212, Cook County, Illinois",93,80.6,4.9,0.9,4.2,0,3.4,7
1400000US17031221300,"Census Tract 2213, Cook County, Illinois",95.5,76.4,6.4,1.2,3.4,0,8.6,4.5
1400000US17031221400,"Census Tract 2214, Cook County, Illinois",97.9,87.1,2.4,0.9,2.8,0.3,5.2,2.1
1400000US17031221500,"Census Tract 2215, Cook County, Illinois",98.9,85.7,3.4,1,6.1,0,3.6,1.1
1400000US17031221600,"Census Tract 2216, Cook County, Illinois",97.8,86.1,3.4,0.9,3.3,0,5.1,2.2
1400000US17031222200,"Census Tract 2222, Cook County, Illinois",96.3,88.3,3.3,1.3,4.4,0,0.4,3.7
1400000US17031222500,"Census Tract 2225, Cook County, Illinois",98.3,87.5,7.4,1.8,0,0,3.4,1.7
1400000US17031222600,"Census Tract 2226, Cook County, Illinois",95.9,75.4,6.7,0.5,3.5,0,10.1,4.1
1400000US17031222700,"Census Tract 2227, Cook County, Illinois",98,78.7,11.9,1.4,1.1,0,5.3,2
1400000US17031222800,"Census Tract 2228, Cook County, Illinois",98.7,82.6,5.5,2.5,0,0,10.7,1.3
1400000US17031222900,"Census Tract 2229, Cook County, Illinois",98.9,76,8.4,1,0,0,13.8,1.1
1400000US17031230100,"Census Tract 2301, Cook County, Illinois",95.3,45.1,19.6,1.7,1.6,0,29,4.7
1400000US17031230200,"Census Tract 2302, Cook County, Illinois",93.6,31.9,18.2,2,0.9,0,41.2,6.4
1400000US17031230300,"Census Tract 2303, Cook County, Illinois",99.6,32.5,2.2,4.9,0,0,64.6,0.4
1400000US17031230400,"Census Tract 2304, Cook County, Illinois",98.1,41.3,5.1,0.4,0.8,0,50.7,1.9
1400000US17031230500,"Census Tract 2305, Cook County, Illinois",96.3,24,8,1.3,3.4,0,60.1,3.7
1400000US17031230600,"Census Tract 2306, Cook County, Illinois",95.1,16.7,34.2,1,0,0,43.5,4.9
1400000US17031230700,"Census Tract 2307, Cook County, Illinois",97.7,29.3,9.6,0.8,0.2,0,58.5,2.3
1400000US17031230800,"Census Tract 2308, Cook County, Illinois",97.3,41.9,4.9,1.2,0,0,49.7,2.7
1400000US17031230900,"Census Tract 2309, Cook County, Illinois",97,31.7,21,0.5,1.5,0,42.9,3
1400000US17031231100,"Census Tract 2311, Cook County, Illinois",98.7,25.8,52.2,2.1,0,0,20.7,1.3
1400000US17031231200,"Census Tract 2312, Cook County, Illinois",97.8,8,54.2,0.5,0,0,35.6,2.2
1400000US17031231500,"Census Tract 2315, Cook County, Illinois",99.1,3.5,87.2,0.4,0,0.4,8,0.9
1400000US17031240200,"Census Tract 2402, Cook County, Illinois",97.6,91.9,1.3,1.8,2.5,0,1.9,2.4
1400000US17031240300,"Census Tract 2403, Cook County, Illinois",96.8,87.7,0,2.1,8.3,0,0.8,3.2
1400000US17031240500,"Census Tract 2405, Cook County, Illinois",95.1,85.8,1,1.2,5.8,0,2.5,4.9
1400000US17031240600,"Census Tract 2406, Cook County, Illinois",96.8,84.2,8.7,1.8,1.9,0,2,3.2
1400000US17031240700,"Census Tract 2407, Cook County, Illinois",94.9,73,14.4,1.7,3.3,0,4.2,5.1
1400000US17031240800,"Census Tract 2408, Cook County, Illinois",94.6,70.6,11.1,1.6,0.1,0,12.7,5.4
1400000US17031240900,"Census Tract 2409, Cook County, Illinois",92.1,53.8,9.1,2.4,6.3,0,22.9,7.9
1400000US17031241000,"Census Tract 2410, Cook County, Illinois",97.9,53.3,25.7,1.3,1.4,0,17.6,2.1
1400000US17031241100,"Census Tract 2411, Cook County, Illinois",92,67.3,7.6,0.7,5.6,0,11.5,8
1400000US17031241200,"Census Tract 2412, Cook County, Illinois",95.7,74,6.1,1.4,10.6,0,5,4.3
1400000US17031241300,"Census Tract 2413, Cook County, Illinois",97.5,74.3,7.9,1.3,1.6,0,13.8,2.5
1400000US17031241400,"Census Tract 2414, Cook County, Illinois",95.2,80.4,6.8,0.5,6.5,0,1.5,4.8
1400000US17031241500,"Census Tract 2415, Cook County, Illinois",96.6,84.3,3.5,0.9,4.5,0,4.4,3.4
1400000US17031241600,"Census Tract 2416, Cook County, Illinois",95.5,78.8,3.1,0.8,6.5,0,7.1,4.5
1400000US17031242000,"Census Tract 2420, Cook County, Illinois",96.6,62.4,15.6,0.6,2.8,0,15.8,3.4
1400000US17031242100,"Census Tract 2421, Cook County, Illinois",96.1,80.3,1.7,0.8,3.9,0,10.2,3.9
1400000US17031242200,"Census Tract 2422, Cook County, Illinois",99.5,86.3,3.6,1.3,2.7,0,6,0.5
1400000US17031242300,"Census Tract 2423, Cook County, Illinois",98,83,3.2,1.7,6.1,0,4.7,2
1400000US17031242400,"Census Tract 2424, Cook County, Illinois",98,87,3.2,1,4.5,0,3.3,2
1400000US17031242500,"Census Tract 2425, Cook County, Illinois",96.1,71.7,5.7,0.7,2.8,0,16,3.9
1400000US17031242600,"Census Tract 2426, Cook County, Illinois",98.9,62.9,19.5,2,2.1,0,12.9,1.1
1400000US17031242700,"Census Tract 2427, Cook County, Illinois",93.7,48.2,24.2,1.6,2.5,0,18.9,6.3
1400000US17031242800,"Census Tract 2428, Cook County, Illinois",98.3,90.1,0.7,0.4,0.6,0,6.5,1.7
1400000US17031242900,"Census Tract 2429, Cook County, Illinois",94.3,68,11.1,1.6,3.8,0,11.3,5.7
1400000US17031243000,"Census Tract 2430, Cook County, Illinois",100,78,3.5,1.2,3.9,0,14.6,0
1400000US17031243100,"Census Tract 2431, Cook County, Illinois",99.2,64,10.7,1.1,2.2,0,22.3,0.8
1400000US17031243200,"Census Tract 2432, Cook County, Illinois",96.8,76.2,3.1,1.2,1.6,0,15.8,3.2
1400000US17031243300,"Census Tract 2433, Cook County, Illinois",98.5,84.2,3.5,1.1,3.4,0,7.5,1.5
1400000US17031243400,"Census Tract 2434, Cook County, Illinois",94.8,68.8,10.1,1,3,0,12.3,5.2
1400000US17031243500,"Census Tract 2435, Cook County, Illinois",96.4,76.2,13.5,0.8,6.4,0,0.2,3.6
1400000US17031250200,"Census Tract 2502, Cook County, Illinois",99.6,19.9,52.8,1,1,0,25.9,0.4
1400000US17031250300,"Census Tract 2503, Cook County, Illinois",98.4,9.4,64.1,0.6,1.3,0.3,23.4,1.6
1400000US17031250400,"Census Tract 2504, Cook County, Illinois",97.9,7.9,73.8,1.8,0.3,0,14.7,2.1
1400000US17031250500,"Census Tract 2505, Cook County, Illinois",96.4,47,35.1,0.3,1.9,0,12.2,3.6
1400000US17031250600,"Census Tract 2506, Cook County, Illinois",99.1,3.1,89.6,0.7,1.5,0,4.9,0.9
1400000US17031250700,"Census Tract 2507, Cook County, Illinois",99.8,0.6,90.5,0.5,0,0,8.7,0.2
1400000US17031250800,"Census Tract 2508, Cook County, Illinois",98.7,8.1,70,1.1,1.5,0,19,1.3
1400000US17031251000,"Census Tract 2510, Cook County, Illinois",100,2.2,88.3,2.5,0,0,9.6,0
1400000US17031251100,"Census Tract 2511, Cook County, Illinois",99.6,0.6,91.4,0.6,0.5,0,7.2,0.4
1400000US17031251200,"Census Tract 2512, Cook County, Illinois",100,6.1,81.5,0.6,1.7,0,10.7,0
1400000US17031251300,"Census Tract 2513, Cook County, Illinois",99.6,8.2,85.7,0.6,0,0,5.7,0.4
1400000US17031251400,"Census Tract 2514, Cook County, Illinois",99,4.5,93.7,0.3,0.1,0,0.7,1
1400000US17031251500,"Census Tract 2515, Cook County, Illinois",99,1.3,92.7,0.6,0,0,5,1
1400000US17031251600,"Census Tract 2516, Cook County, Illinois",97.5,1.8,92.5,0.4,0,0,3,2.5
1400000US17031251700,"Census Tract 2517, Cook County, Illinois",100,5.5,70.2,3,0,2.7,19.7,0
1400000US17031251800,"Census Tract 2518, Cook County, Illinois",99.4,4.5,94.3,0.5,0,0.2,0.3,0.6
1400000US17031251900,"Census Tract 2519, Cook County, Illinois",99.8,2,94.8,0.6,0,0,3.1,0.2
1400000US17031252000,"Census Tract 2520, Cook County, Illinois",99.9,2.7,97.2,0.5,0,0,0,0.1
1400000US17031252101,"Census Tract 2521.01, Cook County, Illinois",98.4,1.4,94.8,1.9,0,0,2.1,1.6
1400000US17031252102,"Census Tract 2521.02, Cook County, Illinois",100,0,100,0.4,0,0,0,0
1400000US17031252201,"Census Tract 2522.01, Cook County, Illinois",99.4,4.9,94.3,1,0.2,0,0,0.6
1400000US17031252202,"Census Tract 2522.02, Cook County, Illinois",99.5,3.2,96.4,0.5,0,0,0,0.5
1400000US17031260100,"Census Tract 2601, Cook County, Illinois",99.6,3.1,96.5,2.3,0,0,0,0.4
1400000US17031260200,"Census Tract 2602, Cook County, Illinois",100,2.3,97.7,2.4,0,0,0,0
1400000US17031260300,"Census Tract 2603, Cook County, Illinois",100,1.4,95.2,1.7,0,0,3.4,0
1400000US17031260400,"Census Tract 2604, Cook County, Illinois",100,1.8,98.2,1.9,0,0,0,0
1400000US17031260500,"Census Tract 2605, Cook County, Illinois",100,0.4,97,0.5,0.1,0,2.2,0
1400000US17031260600,"Census Tract 2606, Cook County, Illinois",100,5.3,93.3,1.4,1.4,0,0,0
1400000US17031260700,"Census Tract 2607, Cook County, Illinois",97.4,1.9,90.2,0.5,0,0,5,2.6
1400000US17031260800,"Census Tract 2608, Cook County, Illinois",99.6,1.2,97.7,1.1,0.2,0,0.5,0.4
1400000US17031260900,"Census Tract 2609, Cook County, Illinois",100,5.6,92.4,1.2,0,0,1.1,0
1400000US17031261000,"Census Tract 2610, Cook County, Illinois",99.3,0.2,97.5,1.1,0,0,1.6,0.7
1400000US17031270500,"Census Tract 2705, Cook County, Illinois",98.6,3.3,89.2,1.1,0,0,5.4,1.4
1400000US17031271200,"Census Tract 2712, Cook County, Illinois",98.8,4.6,92.9,2.2,0.3,0,1,1.2
1400000US17031271300,"Census Tract 2713, Cook County, Illinois",100,0.3,99.3,2,0,0,0.4,0
1400000US17031271400,"Census Tract 2714, Cook County, Illinois",97.1,3.3,93.8,2.3,0,0,0,2.9
1400000US17031271500,"Census Tract 2715, Cook County, Illinois",99,2.9,96.1,1.9,0,0,0,1
1400000US17031271800,"Census Tract 2718, Cook County, Illinois",100,0.4,99.6,2.8,0,0,0,0
1400000US17031280100,"Census Tract 2801, Cook County, Illinois",98.4,81.9,2.8,0.4,13.5,0,0.2,1.6
1400000US17031280400,"Census Tract 2804, Cook County, Illinois",99.6,4,93.6,1.7,2,0,0,0.4
1400000US17031280800,"Census Tract 2808, Cook County, Illinois",99.4,7.6,90.6,2.7,0,0,1.2,0.6
1400000US17031280900,"Census Tract 2809, Cook County, Illinois",98.6,11.3,85.1,2.7,0.4,0,1.8,1.4
1400000US17031281900,"Census Tract 2819, Cook County, Illinois",96.8,48,5.3,0.5,42.6,0,0.9,3.2
1400000US17031282700,"Census Tract 2827, Cook County, Illinois",96.3,26.7,51.5,1.2,11.1,0,7,3.7
1400000US17031282800,"Census Tract 2828, Cook County, Illinois",95.5,40.1,24.3,3.5,14.3,0,14.5,4.5
1400000US17031283100,"Census Tract 2831, Cook County, Illinois",95.4,22.9,42.7,0.9,27.6,0.3,2,4.6
1400000US17031283200,"Census Tract 2832, Cook County, Illinois",94.3,47,28.9,1.5,14.8,0,2.6,5.7
1400000US17031283800,"Census Tract 2838, Cook County, Illinois",98.2,38.2,45.7,0.7,12.6,0,1.8,1.8
1400000US17031290900,"Census Tract 2909, Cook County, Illinois",99.7,0,99.4,0.7,0.3,0,0,0.3
1400000US17031291200,"Census Tract 2912, Cook County, Illinois",99.8,2.8,95.1,1.2,0,0,1.8,0.2
1400000US17031291600,"Census Tract 2916, Cook County, Illinois",100,60.5,15.1,2.5,0.9,0,23.5,0
1400000US17031292200,"Census Tract 2922, Cook County, Illinois",99.8,4.4,93.9,0.3,0,0,1.3,0.2
1400000US17031292400,"Census Tract 2924, Cook County, Illinois",99.7,6.7,93.1,1.2,0,0,0,0.3
1400000US17031292500,"Census Tract 2925, Cook County, Illinois",99.5,1.7,93.8,2.8,0,0,2.3,0.5
1400000US17031300500,"Census Tract 3005, Cook County, Illinois",98.6,60.4,7.1,0.6,0.7,0,30,1.4
1400000US17031300600,"Census Tract 3006, Cook County, Illinois",97.4,53.9,13.5,0.7,0,0,29.3,2.6
1400000US17031300700,"Census Tract 3007, Cook County, Illinois",99.8,60,0,1.2,0,0,38.8,0.2
1400000US17031300800,"Census Tract 3008, Cook County, Illinois",100,56.3,0.5,0.7,0,0,43.2,0
1400000US17031300900,"Census Tract 3009, Cook County, Illinois",97.8,54.6,2.1,0.4,0,0,40.8,2.2
1400000US17031301100,"Census Tract 3011, Cook County, Illinois",99.4,44.4,4.1,2.4,0,0,48.2,0.6
1400000US17031301200,"Census Tract 3012, Cook County, Illinois",98.2,44.5,10.2,3.8,1.6,0,37.7,1.8
1400000US17031301600,"Census Tract 3016, Cook County, Illinois",99.3,64.3,3.2,0.9,0,0,30.9,0.7
1400000US17031301701,"Census Tract 3017.01, Cook County, Illinois",100,81.2,0,0.6,0,0,18.8,0
1400000US17031301702,"Census Tract 3017.02, Cook County, Illinois",99.5,63.1,0,0.6,0,0,36.3,0.5
1400000US17031301801,"Census Tract 3018.01, Cook County, Illinois",97.3,58.9,0,0.7,0,0,38.4,2.7
1400000US17031301802,"Census Tract 3018.02, Cook County, Illinois",98.8,65.8,0.6,1.1,0,0,31.7,1.2
1400000US17031301803,"Census Tract 3018.03, Cook County, Illinois",97.6,59.9,2.5,0.5,1.1,0,34.2,2.4
1400000US17031310200,"Census Tract 3102, Cook County, Illinois",99.1,65.7,4.9,2.8,11.7,0,15.1,0.9
1400000US17031310300,"Census Tract 3103, Cook County, Illinois",96.4,49.3,3.2,0.6,11.6,0,31.9,3.6
1400000US17031310400,"Census Tract 3104, Cook County, Illinois",97.8,57.3,7.6,2.1,2.1,0,30.9,2.2
1400000US17031310500,"Census Tract 3105, Cook County, Illinois",99.2,63.9,0,1.8,0,0,35.3,0.8
1400000US17031310600,"Census Tract 3106, Cook County, Illinois",98.5,49.8,9.9,0.7,0.3,0,37.7,1.5
1400000US17031310700,"Census Tract 3107, Cook County, Illinois",98.9,58.1,2.1,2,4.4,0,34.3,1.1
1400000US17031310800,"Census Tract 3108, Cook County, Illinois",97.9,57.9,0.6,0.7,1.3,0,37.4,2.1
1400000US17031310900,"Census Tract 3109, Cook County, Illinois",99.2,57.4,2.3,1,0.4,0,38.7,0.8
1400000US17031320100,"Census Tract 3201, Cook County, Illinois",98.7,75.5,5.4,0.7,16.8,0,0.6,1.3
1400000US17031320400,"Census Tract 3204, Cook County, Illinois",96.6,65,13.1,0.9,16.8,0.3,1.5,3.4
1400000US17031320600,"Census Tract 3206, Cook County, Illinois",96.3,58.1,17.7,0.6,18.6,0,2,3.7
1400000US17031330100,"Census Tract 3301, Cook County, Illinois",96.6,48.9,22.3,0.1,22.7,0,2.7,3.4
1400000US17031330200,"Census Tract 3302, Cook County, Illinois",95.5,41.1,29.7,0.9,23.8,0,0,4.5
1400000US17031340300,"Census Tract 3403, Cook County, Illinois",99.2,19,1.6,1.5,76.9,0,1.7,0.8
1400000US17031340400,"Census Tract 3404, Cook County, Illinois",97.7,8.7,1.6,1.3,85,0,2.4,2.3
1400000US17031340500,"Census Tract 3405, Cook County, Illinois",100,59.1,5,0.7,34.5,0,1,0
1400000US17031340600,"Census Tract 3406, Cook County, Illinois",97.2,0.3,96.8,3.1,0,0,0,2.8
1400000US17031350100,"Census Tract 3501, Cook County, Illinois",95.1,7.3,52.6,1.3,33.3,0,1.9,4.9
1400000US17031350400,"Census Tract 3504, Cook County, Illinois",98.1,1.3,96.5,1.6,0,0,0.3,1.9
1400000US17031351000,"Census Tract 3510, Cook County, Illinois",98.6,6.2,71.8,0.7,20.6,0,0,1.4
1400000US17031351100,"Census Tract 3511, Cook County, Illinois",98.3,1.8,96.3,1.3,0,0.2,0,1.7
1400000US17031351400,"Census Tract 3514, Cook County, Illinois",98.7,10.6,86.4,2.3,0,0,0,1.3
1400000US17031351500,"Census Tract 3515, Cook County, Illinois",100,23.9,50.9,5.8,23.5,0,1.8,0
1400000US17031360200,"Census Tract 3602, Cook County, Illinois",100,0.2,96.4,1.7,3.4,0,0,0
1400000US17031380100,"Census Tract 3801, Cook County, Illinois",97.9,2.2,95.7,1.4,0,0,0,2.1
1400000US17031380200,"Census Tract 3802, Cook County, Illinois",97.5,2.7,91.9,1,1.1,0.6,0,2.5
1400000US17031380500,"Census Tract 3805, Cook County, Illinois",100,0.1,99.6,3.5,0.3,0,0,0
1400000US17031380700,"Census Tract 3807, Cook County, Illinois",97.4,13.3,82.7,1.6,0.7,0,0,2.6
1400000US17031381200,"Census Tract 3812, Cook County, Illinois",95.9,3.3,90.6,2.4,0,0,0.6,4.1
1400000US17031381400,"Census Tract 3814, Cook County, Illinois",100,0,100,1.6,0,0,0,0
1400000US17031381500,"Census Tract 3815, Cook County, Illinois",100,11.1,87.2,8.8,1.7,0,0,0
1400000US17031381700,"Census Tract 3817, Cook County, Illinois",,,,,,,,
1400000US17031381800,"Census Tract 3818, Cook County, Illinois",98.3,3.3,94.1,0.8,0.4,0,0,1.7
1400000US17031381900,"Census Tract 3819, Cook County, Illinois",99.6,8,91.6,2.2,0,0,0,0.4
1400000US17031390100,"Census Tract 3901, Cook County, Illinois",94.8,3.6,87.1,1.8,4.1,0,0,5.2
1400000US17031390200,"Census Tract 3902, Cook County, Illinois",98,13.7,79.3,1.6,5,0,0,2
1400000US17031390300,"Census Tract 3903, Cook County, Illinois",97.9,8.3,87.9,1,0.6,0,1.2,2.1
1400000US17031390400,"Census Tract 3904, Cook County, Illinois",98.5,10.1,86.9,1,0.8,0,0,1.5
1400000US17031390500,"Census Tract 3905, Cook County, Illinois",98.5,25.1,64.7,1.8,7.7,0,1,1.5
1400000US17031390600,"Census Tract 3906, Cook County, Illinois",92.4,47.1,41.1,1.4,2.2,0,2,7.6
1400000US17031390700,"Census Tract 3907, Cook County, Illinois",98.1,21.1,54.5,0.5,20.5,0,2,1.9
1400000US17031400300,"Census Tract 4003, Cook County, Illinois",98.7,7.9,89.9,2.1,0.6,0,0.4,1.3
1400000US17031400400,"Census Tract 4004, Cook County, Illinois",99.5,0,99.5,1.4,0,0,0,0.5
1400000US17031400500,"Census Tract 4005, Cook County, Illinois",99,0.2,98.6,0.3,0,0,0,1
1400000US17031400800,"Census Tract 4008, Cook County, Illinois",96.9,0.3,92.8,5.6,0,0,0,3.1
1400000US17031410100,"Census Tract 4101, Cook County, Illinois",96,33.9,46.1,1.5,6.9,0,9.1,4
1400000US17031410200,"Census Tract 4102, Cook County, Illinois",96.3,43.6,20.3,1.3,28.1,0,3.4,3.7
1400000US17031410500,"Census Tract 4105, Cook County, Illinois",95.5,40.2,42.4,1.1,11.5,0,1.4,4.5
1400000US17031410600,"Census Tract 4106, Cook County, Illinois",94.3,54.7,27.8,1.1,11.3,0,0.5,5.7
1400000US17031410700,"Census Tract 4107, Cook County, Illinois",95.7,64.1,20.8,1.4,10.1,0,0.8,4.3
1400000US17031410800,"Census Tract 4108, Cook County, Illinois",97.1,37.8,37.4,3.5,10.3,0,8.8,2.9
1400000US17031410900,"Census Tract 4109, Cook County, Illinois",95.4,52.4,30.6,0.9,7.8,0,4.7,4.6
1400000US17031411000,"Census Tract 4110, Cook County, Illinois",97,51.8,35.2,0.9,8.3,0,1.7,3
1400000US17031411100,"Census Tract 4111, Cook County, Illinois",97.4,72.6,5.1,1.2,19,0,0.8,2.6
1400000US17031411200,"Census Tract 4112, Cook County, Illinois",95.7,66.1,14.8,1.7,14.2,0,0.6,4.3
1400000US17031420100,"Census Tract 4201, Cook County, Illinois",98.6,2.8,94.3,2,1.5,0,0,1.4
1400000US17031420200,"Census Tract 4202, Cook County, Illinois",96,21.6,69.8,1.6,4.5,0,0,4
1400000US17031420300,"Census Tract 4203, Cook County, Illinois",98.8,38.5,41.5,1.1,17.1,0,1.7,1.2
1400000US17031420400,"Census Tract 4204, Cook County, Illinois",94.9,26.7,57.9,2.5,7.6,0,2.7,5.1
1400000US17031420500,"Census Tract 4205, Cook County, Illinois",92.5,0,90.5,1.4,2,0,0,7.5
1400000US17031420600,"Census Tract 4206, Cook County, Illinois",98,6.1,91,1.3,0.2,0,0.7,2
1400000US17031420700,"Census Tract 4207, Cook County, Illinois",99.4,2.9,94.3,1.5,0,0,1.3,0.6
1400000US17031420800,"Census Tract 4208, Cook County, Illinois",98.5,5.9,92.6,1.3,0,0,0,1.5
1400000US17031421200,"Census Tract 4212, Cook County, Illinois",100,0,98,1.8,1,0,1,0
1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",99,2.9,96.1,0.8,0,0,0,1
1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",98,2,94.1,1,0,0,1.2,2
1400000US17031430200,"Census Tract 4302, Cook County, Illinois",100,3,94,1.9,1.4,0,0.2,0
1400000US17031430300,"Census Tract 4303, Cook County, Illinois",99.6,0.4,98.9,1.3,0.3,0,0,0.4
1400000US17031430400,"Census Tract 4304, Cook County, Illinois",97.8,2.3,95.2,0.9,0.2,0,0,2.2
1400000US17031430500,"Census Tract 4305, Cook County, Illinois",99.4,1.7,96.1,0.8,0.2,0,1.3,0.6
1400000US17031430600,"Census Tract 4306, Cook County, Illinois",94.8,4.7,89.4,1.6,0.1,0,0.7,5.2
1400000US17031430700,"Census Tract 4307, Cook County, Illinois",98.9,7,88.3,2.1,0.8,0,1.5,1.1
1400000US17031430800,"Census Tract 4308, Cook County, Illinois",99.2,2,93.1,1.6,0,0,4.1,0.8
1400000US17031430900,"Census Tract 4309, Cook County, Illinois",99.2,1.4,97.5,2,0.4,0,0,0.8
1400000US17031431200,"Census Tract 4312, Cook County, Illinois",97.9,0.8,95.8,0.9,0,0,1.3,2.1
1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",97.9,3.1,94.1,1.1,0,0,0,2.1
1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",97.3,1.4,95.6,0.6,0,0,0.3,2.7
1400000US17031431400,"Census Tract 4314, Cook County, Illinois",98.5,9.2,88.4,0.2,0.3,0,0.5,1.5
1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",97,1.7,93.4,0.7,1.7,0,0.2,3
1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",99.7,4.6,94,0.8,0,0.5,0.6,0.3
1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",99.3,1.6,97.2,0.5,0,0,0.4,0.7
1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",99.1,0.5,97.3,0.8,0.9,0,0.4,0.9
1400000US17031440300,"Census Tract 4403, Cook County, Illinois",97.5,2.5,95,0.6,0,0,0,2.5
1400000US17031440600,"Census Tract 4406, Cook County, Illinois",100,1.2,98.4,1.4,0,0,0.4,0
1400000US17031440700,"Census Tract 4407, Cook County, Illinois",99.5,1.2,98.3,1.7,0,0,0,0.5
1400000US17031440800,"Census Tract 4408, Cook County, Illinois",99.8,0.2,98.2,1.6,0,0,1.4,0.2
