GEO.display-label,HC03_VC48,HC03_VC49,HC03_VC50,HC03_VC51,HC03_VC56,HC03_VC64,HC03_VC69,HC03_VC70
"Census Tract 301.02, Cook County, Illinois",96.3,60.6,19.6,1.7,11.7,0,2.7,3.7
"Census Tract 301.03, Cook County, Illinois",98,57.5,15.4,0.2,17.3,0,7.6,2
"Census Tract 301.04, Cook County, Illinois",91.5,53.5,15.3,0,19.3,0.7,2.6,8.5
"Census Tract 302, Cook County, Illinois",98.5,83.3,9.1,0,3.2,0,2.8,1.5
"Census Tract 303, Cook County, Illinois",98.7,65.4,11.2,2.6,9.1,0,10.3,1.3
"Census Tract 304, Cook County, Illinois",96.7,71.4,12.6,0,5.9,0,6.7,3.3
"Census Tract 305, Cook County, Illinois",97.8,79,6.4,0,8.2,0,4.3,2.2
"Census Tract 306.01, Cook County, Illinois",98.4,66.6,21.1,0,9.8,0,0.8,1.6
"Census Tract 306.03, Cook County, Illinois",97.9,41.4,40.6,0,14.4,0,1.6,2.1
"Census Tract 306.04, Cook County, Illinois",98.1,53.3,22.4,0,21.9,0,0.5,1.9
"Census Tract 307.01, Cook County, Illinois",90.5,51.3,21.1,0,17.9,0,0.2,9.5
"Census Tract 307.02, Cook County, Illinois",100,77.9,6.9,0,15.2,0,0,0
"Census Tract 307.03, Cook County, Illinois",93.6,68.1,14,0,10.4,0,1.1,6.4
"Census Tract 307.06, Cook County, Illinois",96.6,60.3,15.1,0,18.5,0,2.7,3.4
"Census Tract 308, Cook County, Illinois",92.3,73.8,3.3,0,13.8,0,1.4,7.7
"Census Tract 309, Cook County, Illinois",95.9,66.4,8.7,0.2,16.5,0,4.1,4.1
"Census Tract 310, Cook County, Illinois",94.5,75.1,4.2,0,9.8,0,5.4,5.5
"Census Tract 311, Cook County, Illinois",97.4,76.5,5.8,0.2,7.1,0,7.9,2.6
"Census Tract 312, Cook County, Illinois",98.6,53.7,32.9,2,8.7,0.4,0.9,1.4
"Census Tract 313, Cook County, Illinois",95.2,49.1,24.8,0.2,19.9,0,1.2,4.8
"Census Tract 314, Cook County, Illinois",94.4,74.8,11.6,0,6.2,0,1.8,5.6
"Census Tract 315.01, Cook County, Illinois",98.1,42.2,30.1,0,22.9,0,2.9,1.9
"Census Tract 315.02, Cook County, Illinois",93.4,39.9,45.1,0.2,6,0,2.2,6.6
"Census Tract 317, Cook County, Illinois",96.7,60.5,23.1,0,6.9,0,6.2,3.3
"Census Tract 318, Cook County, Illinois",99.6,86.3,1.2,1,10.4,0,0.6,0.4
"Census Tract 319, Cook County, Illinois",99.2,80.2,7.7,1,4.2,0,6.1,0.8
"Census Tract 321, Cook County, Illinois",98.8,76.4,11.5,0,7.7,0,3.1,1.2
"Census Tract 401, Cook County, Illinois",98.3,79.7,5.8,2.1,7.2,0,3.5,1.7
"Census Tract 402.01, Cook County, Illinois",97.7,80.1,0.6,0,11.1,0,5.8,2.3
"Census Tract 402.02, Cook County, Illinois",96.4,58.3,7.6,0,24.5,0,6,3.6
"Census Tract 403, Cook County, Illinois",93.5,68,2.7,1.3,20.9,0,0.6,6.5
"Census Tract 404.01, Cook County, Illinois",96.2,71.3,5.9,0.8,7.3,0,10.9,3.8
"Census Tract 404.02, Cook County, Illinois",96.6,79,3.3,0,14,0,0.3,3.4
"Census Tract 406, Cook County, Illinois",99.5,89.2,2.3,0,4.1,0,3.9,0.5
"Census Tract 407, Cook County, Illinois",98.6,85.4,3.5,0,5.5,0,4.2,1.4
"Census Tract 408, Cook County, Illinois",95.8,79,3.3,2.9,9,0,1.6,4.2
"Census Tract 409, Cook County, Illinois",97.5,92.6,0.1,0,3.4,0,1.4,2.5
"Census Tract 501, Cook County, Illinois",98,90.5,1.8,0,4.4,0,1.2,2
"Census Tract 502, Cook County, Illinois",98.2,89.9,3.1,0,3.9,0,1.3,1.8
"Census Tract 503, Cook County, Illinois",95.8,86.7,0.7,1,7.4,0,0,4.2
"Census Tract 505, Cook County, Illinois",93.8,89.2,0.9,0,2.1,0,1.6,6.2
"Census Tract 506, Cook County, Illinois",99,90.6,1.9,0,6.2,0,0.5,1
"Census Tract 507, Cook County, Illinois",98.7,94.8,0.9,0,2.3,0,0.8,1.3
"Census Tract 508, Cook County, Illinois",98,95.5,0.8,0,1.6,0,0,2
"Census Tract 509, Cook County, Illinois",98.6,89.9,0,0,6.6,0,2,1.4
"Census Tract 510, Cook County, Illinois",97.8,83.9,1.8,0,7.1,0,5,2.2
"Census Tract 511, Cook County, Illinois",96.7,88.2,1.9,0,2.5,0,4.1,3.3
"Census Tract 512, Cook County, Illinois",96.7,86.6,7.4,0.4,2.3,0,0,3.3
"Census Tract 513, Cook County, Illinois",96.8,91.3,1.8,0,2.4,0,1.4,3.2
"Census Tract 514, Cook County, Illinois",91.4,84.3,3.4,0,1.8,0,2,8.6
"Census Tract 601, Cook County, Illinois",98,88.3,7.9,0,0.7,0,1.1,2
"Census Tract 602, Cook County, Illinois",99.4,88.5,2.8,0,7.5,0,0.7,0.6
"Census Tract 603, Cook County, Illinois",100,94.7,0.3,0.2,4.8,0,0,0
"Census Tract 604, Cook County, Illinois",98.2,93.4,0.4,1.3,2.8,0,0.3,1.8
"Census Tract 605, Cook County, Illinois",97.2,79.1,6,0.8,11,0,0.3,2.8
"Census Tract 608, Cook County, Illinois",98.7,79.5,5.8,0,11.8,0,1.7,1.3
"Census Tract 609, Cook County, Illinois",95.2,81.7,4.9,1.9,4.7,0,2,4.8
"Census Tract 610, Cook County, Illinois",97.2,83.2,1.5,0,10.7,0,1.8,2.8
"Census Tract 611, Cook County, Illinois",100,92.1,2.1,0.9,5,0,0,0
"Census Tract 612, Cook County, Illinois",95.3,86.4,1.3,0.4,6.2,0,1,4.7
"Census Tract 615, Cook County, Illinois",97.3,91.7,0.5,0,3.3,0,1.7,2.7
"Census Tract 618, Cook County, Illinois",98.9,84.5,2.9,0,9.4,0.4,1.8,1.1
"Census Tract 619.01, Cook County, Illinois",98.7,82.4,3.9,0.3,8.5,0.3,3.3,1.3
"Census Tract 619.02, Cook County, Illinois",96.3,81.7,4.8,0,9.1,0,0.7,3.7
"Census Tract 620, Cook County, Illinois",96.2,84,5.3,0,6.2,0,0.7,3.8
"Census Tract 621, Cook County, Illinois",98.7,89.9,0.7,0,6.7,0,1.4,1.3
"Census Tract 622, Cook County, Illinois",98,87.8,3.5,0,4.9,0,1.7,2
"Census Tract 623, Cook County, Illinois",97.2,91.7,0.3,0,4.8,0,0.3,2.8
"Census Tract 624, Cook County, Illinois",99.3,92.7,1.8,0,3.6,0,1.2,0.7
"Census Tract 625, Cook County, Illinois",97.5,92,0,0,5.1,0,0.4,2.5
"Census Tract 626, Cook County, Illinois",95,86,0.9,0,7.8,0,0.3,5
"Census Tract 627, Cook County, Illinois",95.5,89.5,0.6,0,1.4,0,4,4.5
"Census Tract 628, Cook County, Illinois",98,88.8,3.9,0,4.3,0,1.1,2
"Census Tract 629, Cook County, Illinois",97.7,90.9,0.3,0,6.1,0,0.4,2.3
"Census Tract 630, Cook County, Illinois",95.4,84.9,2.6,0.5,5.9,0,1.5,4.6
"Census Tract 631, Cook County, Illinois",94,84.6,0,0,6.8,0,2.6,6
"Census Tract 632, Cook County, Illinois",98,80.4,3.8,0,13.1,0,0.7,2
"Census Tract 633.01, Cook County, Illinois",97.3,77.9,10.2,0,9.3,0,0,2.7
"Census Tract 633.02, Cook County, Illinois",98.5,83.8,1.6,0,12.2,0,0.9,1.5
"Census Tract 633.03, Cook County, Illinois",98.7,93,2.3,0,3.4,0,0,1.3
"Census Tract 634, Cook County, Illinois",97.5,89,4.3,0,4.3,0,0,2.5
"Census Tract 701.01, Cook County, Illinois",96.5,89.4,2.4,0,4.7,0,0,3.5
"Census Tract 701.02, Cook County, Illinois",98.9,81.2,8.1,0,7.4,0,2.2,1.1
"Census Tract 701.03, Cook County, Illinois",100,90.1,4.5,0,5.1,0,0.4,0
"Census Tract 702, Cook County, Illinois",98,84.5,4.7,0,7.2,0,1.6,2
"Census Tract 703, Cook County, Illinois",97.1,84,1.7,0,9.2,0,2.2,2.9
"Census Tract 704, Cook County, Illinois",99.2,91.9,3.8,0,2.5,0,0.9,0.8
"Census Tract 705, Cook County, Illinois",98.9,90.2,3.6,1.1,1.8,0,2.2,1.1
"Census Tract 706, Cook County, Illinois",99,95.7,1.3,0,2.1,0,0,1
"Census Tract 707, Cook County, Illinois",98.6,85.1,0.4,0,9.4,0,3.6,1.4
"Census Tract 710, Cook County, Illinois",96.9,84.1,3.5,0.1,7.8,0,1.4,3.1
"Census Tract 711, Cook County, Illinois",96.6,89.3,3.3,0.1,3.4,0.1,0.4,3.4
"Census Tract 712, Cook County, Illinois",98.3,83.7,3.6,0,10.9,0,0,1.7
"Census Tract 713, Cook County, Illinois",99.2,88.7,3.2,0,6.9,0.4,0,0.8
"Census Tract 714, Cook County, Illinois",96.4,85.2,3.9,0,6,0,1.3,3.6
"Census Tract 715, Cook County, Illinois",97.8,85.8,3.3,0,7.4,0,1.3,2.2
"Census Tract 716, Cook County, Illinois",94.5,86.2,4.4,0,3.3,0,0.6,5.5
"Census Tract 717, Cook County, Illinois",99,77.8,14.5,0.4,5.5,0,0.9,1
"Census Tract 718, Cook County, Illinois",97.9,83.1,11.9,0,2.4,0,0.4,2.1
"Census Tract 801, Cook County, Illinois",97.9,90.1,4.7,0,2.7,0,0.4,2.1
"Census Tract 802.01, Cook County, Illinois",98.5,91.2,4,1.1,1.1,0,1.1,1.5
"Census Tract 802.02, Cook County, Illinois",99.7,87.8,3.1,0,8.8,0,0,0.3
"Census Tract 803, Cook County, Illinois",98.6,81.1,7.8,0,8.6,0,1.1,1.4
"Census Tract 804, Cook County, Illinois",97.6,36.4,57.6,1.7,1.9,0,0,2.4
"Census Tract 810, Cook County, Illinois",98.5,74.1,9.6,0,11.8,0,3,1.5
"Census Tract 811, Cook County, Illinois",97.2,79.1,10,0,4.3,0,3.8,2.8
"Census Tract 812.01, Cook County, Illinois",98,79.7,2.9,0,13.2,0,2.2,2
"Census Tract 812.02, Cook County, Illinois",99.2,90.1,0.8,0,3.8,0,4.5,0.8
"Census Tract 813, Cook County, Illinois",99,78.5,4.2,0,16,0,0.3,1
"Census Tract 814.01, Cook County, Illinois",96.3,68.6,17.1,0,10.7,0,0,3.7
"Census Tract 814.02, Cook County, Illinois",96.9,74.8,3.6,1.2,16.2,0,1.2,3.1
"Census Tract 814.03, Cook County, Illinois",97.7,69.2,2.7,0.7,22.4,0,2.7,2.3
"Census Tract 815, Cook County, Illinois",96,75.6,2.1,0,18.1,0,0.3,4
"Census Tract 816, Cook County, Illinois",95.6,78.2,1.2,0,15.5,0,0.7,4.4
"Census Tract 817, Cook County, Illinois",99.1,65.6,3.8,1.4,16.8,0,11.5,0.9
"Census Tract 818, Cook County, Illinois",96.6,84.4,2.4,0.7,8.4,0,0.8,3.4
"Census Tract 819, Cook County, Illinois",94.4,41.8,37.2,0.5,13.9,0,0.9,5.6
"Census Tract 901, Cook County, Illinois",99.6,95.4,0,0,1.7,0,2.6,0.4
"Census Tract 902, Cook County, Illinois",98.7,94.8,1.8,0,2.1,0,0,1.3
"Census Tract 903, Cook County, Illinois",98.6,95.8,0,0,2.3,0,0.5,1.4
"Census Tract 1001, Cook County, Illinois",95.8,90.5,0,0,5,0,0.3,4.2
"Census Tract 1002, Cook County, Illinois",99.2,91.8,3.1,0.8,0.2,0.3,3,0.8
"Census Tract 1003, Cook County, Illinois",95.2,90.6,1.5,0.1,2.4,0,0.6,4.8
"Census Tract 1004, Cook County, Illinois",98,94.5,0.2,0,1.8,0,1.5,2
"Census Tract 1005, Cook County, Illinois",98.2,92.2,0.1,0.9,2.8,0,2.2,1.8
"Census Tract 1006, Cook County, Illinois",98.5,86.9,1,0,5.9,0,4.7,1.5
"Census Tract 1007, Cook County, Illinois",99,86.8,0.7,0,8.7,0,2.8,1
"Census Tract 1101, Cook County, Illinois",97.5,81.3,2,0,6.8,0,7.4,2.5
"Census Tract 1102, Cook County, Illinois",92,75,2.5,1.7,11.4,0,1.4,8
"Census Tract 1103, Cook County, Illinois",98.8,83.4,0.8,0.2,13.1,0,1.3,1.2
"Census Tract 1104, Cook County, Illinois",96.6,84.4,0.5,0,7.1,0,4.6,3.4
"Census Tract 1105.01, Cook County, Illinois",96.5,87.2,0.5,0,6.6,0,2.2,3.5
"Census Tract 1105.02, Cook County, Illinois",97.5,77.8,1.7,0,8.1,0,10,2.5
"Census Tract 1201, Cook County, Illinois",98.1,92.1,0,0,5,0,1,1.9
"Census Tract 1202, Cook County, Illinois",96.2,82.7,0.5,0,11.2,0,2,3.8
"Census Tract 1203, Cook County, Illinois",97.4,73.5,0.1,0,19.7,0,4.1,2.6
"Census Tract 1204, Cook County, Illinois",96.3,62.3,0,0,16.6,0,17.4,3.7
"Census Tract 1301, Cook County, Illinois",98.9,69.7,1.6,0.3,23.7,0,3.7,1.1
"Census Tract 1302, Cook County, Illinois",99.1,85.4,1.8,0,12,0,0,0.9
"Census Tract 1303, Cook County, Illinois",94.4,51.1,4,0,33.7,0,5.6,5.6
"Census Tract 1401, Cook County, Illinois",97.5,46.7,7.1,0,10.5,0,33.1,2.5
"Census Tract 1402, Cook County, Illinois",97,48.9,4.5,0,15.9,0.9,26.9,3
"Census Tract 1403.01, Cook County, Illinois",99.5,39.3,0.8,0,21,0,38.4,0.5
"Census Tract 1403.02, Cook County, Illinois",96.5,43.3,8.3,0,21.6,0,23.3,3.5
"Census Tract 1404, Cook County, Illinois",93.1,55.8,0,0,26.6,0,10.7,6.9
"Census Tract 1405, Cook County, Illinois",92.6,51.4,1.9,0,14.2,0,25.1,7.4
"Census Tract 1406.01, Cook County, Illinois",98,36.9,0.9,0,20.3,0,39.8,2
"Census Tract 1406.02, Cook County, Illinois",96.1,43.7,6.1,0,5.3,0,41,3.9
"Census Tract 1407.01, Cook County, Illinois",95.6,63.6,3,0,9.1,0,19.9,4.4
"Census Tract 1407.02, Cook County, Illinois",97.9,61,7,0,7.4,0,22.5,2.1
"Census Tract 1408, Cook County, Illinois",94.8,68.9,2.8,0,5.9,0,17.3,5.2
"Census Tract 1502, Cook County, Illinois",96.9,68.3,3.4,0,6.2,0,19.1,3.1
"Census Tract 1503, Cook County, Illinois",94.8,71.7,2.3,0,1.1,0,19.8,5.2
"Census Tract 1504.01, Cook County, Illinois",99.8,76.6,0.3,0,3,0,19.8,0.2
"Census Tract 1504.02, Cook County, Illinois",96.2,71.1,0,0,1.6,0,23.5,3.8
"Census Tract 1505.01, Cook County, Illinois",98.5,81,0.1,0,4,0,13.5,1.5
"Census Tract 1505.02, Cook County, Illinois",97.6,59.3,0.5,0,7.8,0,30.1,2.4
"Census Tract 1506, Cook County, Illinois",98.4,69,0,0,4.4,0,25.1,1.6
"Census Tract 1507, Cook County, Illinois",97.4,80.1,0.6,0.2,2.6,0,14,2.6
"Census Tract 1508, Cook County, Illinois",97.5,60.2,0.5,0,9.3,0,27.5,2.5
"Census Tract 1510.01, Cook County, Illinois",98.5,48.8,2.7,1,1.9,0,44.1,1.5
"Census Tract 1510.02, Cook County, Illinois",97,49.5,0.3,0.2,7.1,0.7,39.2,3
"Census Tract 1511, Cook County, Illinois",96.8,63.5,0.7,0.1,6,0.7,25.9,3.2
"Census Tract 1512, Cook County, Illinois",98.2,78.2,3.3,0,2.9,0,13.7,1.8
"Census Tract 1601, Cook County, Illinois",96.2,76,0.2,1.4,14.8,0,3.8,3.8
"Census Tract 1602, Cook County, Illinois",96,67.2,3,1.8,8.6,0,15.5,4
"Census Tract 1603, Cook County, Illinois",98.7,62.7,17.2,0.3,8.1,0,10.5,1.3
"Census Tract 1604, Cook County, Illinois",97.5,70.6,3.5,0,3.9,0,19.5,2.5
"Census Tract 1605.01, Cook County, Illinois",98.6,65.8,3.9,0,7.4,0,21.5,1.4
"Census Tract 1605.02, Cook County, Illinois",98.8,63.2,0.9,0,7.8,0,26.9,1.2
"Census Tract 1606.01, Cook County, Illinois",98.9,80.1,0.4,0,3.1,0,15.3,1.1
"Census Tract 1606.02, Cook County, Illinois",93.6,70,1.9,0,7.9,0.9,13,6.4
"Census Tract 1607, Cook County, Illinois",97,68.9,4.9,0.1,13.2,0,9.8,3
"Census Tract 1608, Cook County, Illinois",96.3,78.2,1,0,8.8,0,8.4,3.7
"Census Tract 1609, Cook County, Illinois",98.7,84.6,0.6,0,11.9,0,1.5,1.3
"Census Tract 1610, Cook County, Illinois",99,89.7,0.8,0.1,2.3,0,6.1,1
"Census Tract 1611, Cook County, Illinois",95.2,85.7,2.4,0,6.2,0,0.9,4.8
"Census Tract 1612, Cook County, Illinois",93,75.3,0.7,0,11.1,0,5.9,7
"Census Tract 1613, Cook County, Illinois",97.8,89,2.9,0,1,0,4.9,2.2
"Census Tract 1701, Cook County, Illinois",100,90.1,3.5,0,5.6,0,0.9,0
"Census Tract 1702, Cook County, Illinois",99.3,80.4,0,1.8,2.4,0,14.7,0.7
"Census Tract 1703, Cook County, Illinois",98.5,81.3,0.1,0.2,6,0,11,1.5
"Census Tract 1704, Cook County, Illinois",99.6,94.3,0.5,0.2,3.7,0,0.9,0.4
"Census Tract 1705, Cook County, Illinois",98.7,91.6,3,0,2.2,0,1.8,1.3
"Census Tract 1706, Cook County, Illinois",97.9,81.7,2.4,0.1,8.5,0,5.2,2.1
"Census Tract 1707, Cook County, Illinois",98.2,86.4,0.3,0,7.2,0,4.3,1.8
"Census Tract 1708, Cook County, Illinois",98.1,92.8,0.3,0,2.2,0.2,2.6,1.9
"Census Tract 1709, Cook County, Illinois",100,84.4,0.5,0,0.4,0,14.7,0
"Census Tract 1710, Cook County, Illinois",99.4,84.2,4.3,0,3,0.4,7.5,0.6
"Census Tract 1711, Cook County, Illinois",96.5,85.1,1.3,0,3,0,7.1,3.5
"Census Tract 1801, Cook County, Illinois",99.3,72.4,2.6,0,6.4,0.3,17.7,0.7
"Census Tract 1901, Cook County, Illinois",95.8,43.6,3,0,9.9,0,39.3,4.2
"Census Tract 1902, Cook County, Illinois",92.2,36.2,1.8,0,1.9,0,52.3,7.8
"Census Tract 1903, Cook County, Illinois",98.9,58.6,0.6,0.4,1.2,0,38,1.1
"Census Tract 1904.01, Cook County, Illinois",99.1,64.5,0,0,1.2,0,33.4,0.9
"Census Tract 1904.02, Cook County, Illinois",96,55.6,3.5,0.6,4.3,0,31.9,4
"Census Tract 1906.01, Cook County, Illinois",100,39.5,4.3,0,1.3,0,54.9,0
"Census Tract 1906.02, Cook County, Illinois",98.7,41.5,5,0.2,2.4,0,49.6,1.3
"Census Tract 1907.01, Cook County, Illinois",96.4,38.3,2.6,0,0.5,0,54.9,3.6
"Census Tract 1907.02, Cook County, Illinois",99.7,42.3,6.2,0.2,0.7,0,50.4,0.3
"Census Tract 1908, Cook County, Illinois",95.3,35.7,1.1,0.5,1.8,0.2,56,4.7
"Census Tract 1909, Cook County, Illinois",99.7,33.7,4.2,0,0.5,0,61.2,0.3
"Census Tract 1910, Cook County, Illinois",95.6,43.2,3.7,0,0,0,48.7,4.4
"Census Tract 1911, Cook County, Illinois",96.9,30.8,3.3,0.3,0.3,0,62.2,3.1
"Census Tract 1912, Cook County, Illinois",99.7,28.3,2.7,0.2,0,0,68.6,0.3
"Census Tract 1913.01, Cook County, Illinois",99.1,29,11.7,0,2.8,0,55.5,0.9
"Census Tract 1913.02, Cook County, Illinois",97.7,48.6,7.8,0,0,0,41.3,2.3
"Census Tract 2001, Cook County, Illinois",98.1,46.6,1.5,0,3.7,0.8,45.5,1.9
"Census Tract 2002, Cook County, Illinois",98.9,29.1,2,0.4,0,0,67.4,1.1
"Census Tract 2003, Cook County, Illinois",97.2,36.2,0.7,0,1.1,0.2,59.1,2.8
"Census Tract 2004.01, Cook County, Illinois",98.5,45.7,3,0,0,0,49.8,1.5
"Census Tract 2004.02, Cook County, Illinois",96.7,25.6,2,0.2,0.2,0,68.6,3.3
"Census Tract 2101, Cook County, Illinois",94.8,81.7,1.6,1.2,4.4,0,5.9,5.2
"Census Tract 2104, Cook County, Illinois",98.4,86.3,2,0.4,5.8,0,4,1.6
"Census Tract 2105.01, Cook County, Illinois",97.4,83,3.7,3,1,0,6.7,2.6
"Census Tract 2105.02, Cook County, Illinois",97.5,90.8,1.3,0.4,0.1,0,4.9,2.5
"Census Tract 2106.01, Cook County, Illinois",98.6,74.6,2,0,6.9,0,15.1,1.4
"Census Tract 2106.02, Cook County, Illinois",97.9,87.7,4.8,0.4,0.6,0,4.3,2.1
"Census Tract 2107, Cook County, Illinois",98.4,89.7,0.5,0.3,4,0,3.8,1.6
"Census Tract 2108, Cook County, Illinois",99.6,85.2,0.8,0,1.3,0,12.4,0.4
"Census Tract 2109, Cook County, Illinois",99.6,77.6,6.2,0,4.2,0,11.7,0.4
"Census Tract 2203, Cook County, Illinois",95.4,82.2,3.3,0.1,1.8,0,7.8,4.6
"Census Tract 2204, Cook County, Illinois",99.3,85.8,0,0.3,2.8,0,10.3,0.7
"Census Tract 2205, Cook County, Illinois",98.2,86.9,6.5,0,2.6,0,2.2,1.8
"Census Tract 2206.01, Cook County, Illinois",98.3,84.9,9.7,0,0.3,0.9,2.5,1.7
"Census Tract 2206.02, Cook County, Illinois",97.3,80.9,6.5,1.2,5.4,0,3.3,2.7
"Census Tract 2207.01, Cook County, Illinois",99.6,83.4,10.1,0.2,2.1,0,3.9,0.4
"Census Tract 2207.02, Cook County, Illinois",97.4,73.7,7,0,1.5,0,15.2,2.6
"Census Tract 2209.01, Cook County, Illinois",95.5,67.5,7.8,1.5,0,0,18.7,4.5
"Census Tract 2209.02, Cook County, Illinois",98.2,89.4,2,0.2,0.1,0,6.6,1.8
"Census Tract 2210, Cook County, Illinois",98.3,80.2,6.9,0.8,0.2,0,10.2,1.7
"Census Tract 2211, Cook County, Illinois",95.3,69.8,16.2,0.2,1.7,0,7.4,4.7
"Census Tract 2212, Cook County, Illinois",96.5,80.4,3.6,0,3.8,0,8.6,3.5
"Census Tract 2213, Cook County, Illinois",96.4,77.8,5.5,2,1.6,0,9.4,3.6
"Census Tract 2214, Cook County, Illinois",99.7,90.1,4.4,0,2.6,0,2.6,0.3
"Census Tract 2215, Cook County, Illinois",98.1,88.2,3.8,0.3,1.8,0,4,1.9
"Census Tract 2216, Cook County, Illinois",96.8,87.7,0.8,0,3.1,0,5.1,3.2
"Census Tract 2222, Cook County, Illinois",97.5,86.4,3.2,0,7,0,1,2.5
"Census Tract 2225, Cook County, Illinois",98.3,84.8,6.2,0,0,0,7.4,1.7
"Census Tract 2226, Cook County, Illinois",96.8,77,7.5,0,5.8,0,6.6,3.2
"Census Tract 2227, Cook County, Illinois",99.2,83.8,9.3,0.5,0.3,0,5.2,0.8
"Census Tract 2228, Cook County, Illinois",99.7,75,17.8,0,0,0,7,0.3
"Census Tract 2229, Cook County, Illinois",99.4,72.6,14,0,0,0,12.9,0.6
"Census Tract 2301, Cook County, Illinois",97.8,34.3,24.1,0,1.3,0,38.2,2.2
"Census Tract 2302, Cook County, Illinois",91,38.7,14.4,0,0.3,0,37.6,9
"Census Tract 2303, Cook County, Illinois",100,35.8,3.2,3.8,1,0,56.1,0
"Census Tract 2304, Cook County, Illinois",98,40.8,3.8,0.3,0.6,0,52.6,2
"Census Tract 2305, Cook County, Illinois",98.4,30.6,8,0.8,2.8,0,56.3,1.6
"Census Tract 2306, Cook County, Illinois",95.8,17.7,40.1,1.2,0,0,36.9,4.2
"Census Tract 2307, Cook County, Illinois",96.7,27,11.7,0.5,0.5,0,57.1,3.3
"Census Tract 2308, Cook County, Illinois",99.7,33.6,6,1,0,0,59,0.3
"Census Tract 2309, Cook County, Illinois",98.5,23.3,30.7,0,1.8,0,42.7,1.5
"Census Tract 2311, Cook County, Illinois",99.1,20.9,61.6,0,0,0,16.5,0.9
"Census Tract 2312, Cook County, Illinois",99.2,7.6,63.1,0,0,0,28.6,0.8
"Census Tract 2315, Cook County, Illinois",99.2,2.7,91.4,0,0,0,5.1,0.8
"Census Tract 2402, Cook County, Illinois",98.1,86.6,1.9,0,3.3,0,6.3,1.9
"Census Tract 2403, Cook County, Illinois",97.6,90.4,0,0,6.6,0,0.5,2.4
"Census Tract 2405, Cook County, Illinois",96.1,86.1,1.1,0,5.7,0,3.2,3.9
"Census Tract 2406, Cook County, Illinois",96.5,85.2,2.7,0,1,0,7.5,3.5
"Census Tract 2407, Cook County, Illinois",95.9,72.7,11.3,0,5.8,0,6.1,4.1
"Census Tract 2408, Cook County, Illinois",96.7,76.7,7.3,0,0.2,0,12.4,3.3
"Census Tract 2409, Cook County, Illinois",91.3,57.7,10,1.1,7,0,15.5,8.7
"Census Tract 2410, Cook County, Illinois",98.7,53.9,31.6,0,0,0,13.2,1.3
"Census Tract 2411, Cook County, Illinois",93.7,60.5,8,0,3.5,0,21.8,6.3
