GEO.display-label,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC58,HC03_VC63,HC03_VC64
Geography,Percent; RACE - One race,Percent; RACE - One race - White,Percent; RACE - One race - Black or African American,Percent; RACE - One race - American Indian and Alaska Native,Percent; RACE - One race - Asian,Percent; RACE - One race - Native Hawaiian and Other Pacific Islander,Percent; RACE - One race - Some other race,Percent; RACE - Two or more races
"Census Tract 2306, Cook County, Illinois",98.6,20.8,31.3,1,0,0,45.6,1.4
"Census Tract 2307, Cook County, Illinois",96.5,36.4,17.1,0,0.5,0,42.4,3.5
"Census Tract 2308, Cook County, Illinois",99.6,51.6,7.5,0,0,0,40.5,0.4
"Census Tract 2309, Cook County, Illinois",95.9,34.8,29.7,0,0.7,0,30.6,4.1
"Census Tract 2311, Cook County, Illinois",99.2,15,69.4,0,0,0,14.8,0.8
"Census Tract 2312, Cook County, Illinois",99.5,12.5,76.6,0,0,0,10.4,0.5
"Census Tract 2315, Cook County, Illinois",98.7,1.8,94.9,0.1,0,0,1.9,1.3
"Census Tract 2402, Cook County, Illinois",96.6,84.3,1.4,0,4.2,0,6.7,3.4
"Census Tract 2403, Cook County, Illinois",97.9,92.6,0,0,5.3,0,0,2.1
"Census Tract 2405, Cook County, Illinois",97.4,86.3,1.5,0,5.5,0,4,2.6
"Census Tract 2406, Cook County, Illinois",100,73,4.5,0,5.2,0,17.3,0
"Census Tract 2407, Cook County, Illinois",99.5,75.7,5.1,0,3.7,0,15,0.5
"Census Tract 2408, Cook County, Illinois",99,78.4,7.2,0,2,0,11.4,1
"Census Tract 2409, Cook County, Illinois",97.1,61.3,12.5,0.3,9.2,0,13.8,2.9
"Census Tract 2410, Cook County, Illinois",99.6,53.2,31.3,0.6,0,0,14.5,0.4
"Census Tract 2411, Cook County, Illinois",97.4,66.1,12.5,0,3.3,0,15.5,2.6
"Census Tract 2412, Cook County, Illinois",99.2,67.5,11.2,0,13.7,0,6.8,0.8
"Census Tract 2413, Cook County, Illinois",99.8,79,15.1,1,3.3,0,1.5,0.2
"Census Tract 2414, Cook County, Illinois",96.4,74.7,15.7,0,3.9,0,2.1,3.6
"Census Tract 2415, Cook County, Illinois",98.2,81.3,2.9,1,2.8,0,10.3,1.8
"Census Tract 2416, Cook County, Illinois",98.3,83.1,4.3,0,9,0,1.8,1.7
"Census Tract 2420, Cook County, Illinois",96.2,59.9,22.6,0.9,1.6,0,11.2,3.8
"Census Tract 2421, Cook County, Illinois",98.9,82.1,4.6,0.2,2.3,0,9.6,1.1
"Census Tract 2422, Cook County, Illinois",98.2,87.2,4.8,0.7,4,0,1.5,1.8
"Census Tract 2423, Cook County, Illinois",95.9,88,1.8,0.7,2.7,0,2.6,4.1
"Census Tract 2424, Cook County, Illinois",98.4,90,1.2,0,3.3,0,4,1.6
"Census Tract 2425, Cook County, Illinois",98.7,74.3,3.8,0,1.8,0,18.9,1.3
"Census Tract 2426, Cook County, Illinois",96.2,63.9,14,0,2.7,0,15.5,3.8
"Census Tract 2427, Cook County, Illinois",99.4,43.2,25.7,0,2,0,28.5,0.6
"Census Tract 2428, Cook County, Illinois",100,89.4,0.7,0,3,0,6.9,0
"Census Tract 2429, Cook County, Illinois",96.2,77.3,5.2,0.4,5.1,0,8.2,3.8
"Census Tract 2430, Cook County, Illinois",97.8,84.3,1,0,3.5,0,9.1,2.2
"Census Tract 2431, Cook County, Illinois",100,66.4,4.1,0.8,1.1,0,27.5,0
"Census Tract 2432, Cook County, Illinois",97,75,0.3,0,1.9,0,19.8,3
"Census Tract 2433, Cook County, Illinois",98.7,84.1,1.8,1.1,5.9,0,5.9,1.3
"Census Tract 2434, Cook County, Illinois",99.1,73.5,2.9,0.5,6.6,0,15.6,0.9
"Census Tract 2435, Cook County, Illinois",96.4,73.7,14.4,0,6,0,2.3,3.6
"Census Tract 2502, Cook County, Illinois",99.5,18.6,66.8,0,0.9,0,13.2,0.5
"Census Tract 2503, Cook County, Illinois",100,2,75.1,0,1.1,0,21.7,0
"Census Tract 2504, Cook County, Illinois",100,2.3,88.8,0,0,0,8.9,0
"Census Tract 2505, Cook County, Illinois",98.2,59.7,28.4,0.3,1.1,0,8.7,1.8
"Census Tract 2506, Cook County, Illinois",98.4,3.1,91.8,0,0,0,3.6,1.6
"Census Tract 2507, Cook County, Illinois",100,1.3,96.5,0,0.5,0,1.7,0
"Census Tract 2508, Cook County, Illinois",99.8,4.6,88.6,0,0,0,6.6,0.2
"Census Tract 2510, Cook County, Illinois",100,12.7,87.3,0,0,0,0,0
"Census Tract 2511, Cook County, Illinois",97.2,4.4,90.7,0,0.5,0,1.6,2.8
"Census Tract 2512, Cook County, Illinois",97.7,6,89.7,2.1,0,0,0,2.3
"Census Tract 2513, Cook County, Illinois",99.6,2.4,96.8,0,0,0,0.4,0.4
"Census Tract 2514, Cook County, Illinois",100,8.5,88.9,0,0,0,2.6,0
"Census Tract 2515, Cook County, Illinois",100,4.3,95.6,0,0,0,0.2,0
"Census Tract 2516, Cook County, Illinois",100,1.3,93.1,0,0,0,5.6,0
"Census Tract 2517, Cook County, Illinois",100,7.8,91.4,0,0.7,0,0,0
"Census Tract 2518, Cook County, Illinois",100,0.3,99.4,0.3,0,0,0,0
"Census Tract 2519, Cook County, Illinois",100,2.7,95.2,0.3,0.4,0,1.4,0
"Census Tract 2520, Cook County, Illinois",100,3,96.9,0,0.1,0,0,0
"Census Tract 2521.01, Cook County, Illinois",95.6,0.4,90.3,0,0,0,4.9,4.4
"Census Tract 2521.02, Cook County, Illinois",99.8,0,99.8,0,0,0,0,0.2
"Census Tract 2522.01, Cook County, Illinois",100,6,93.9,0,0.2,0,0,0
"Census Tract 2522.02, Cook County, Illinois",99.4,0.8,98.5,0.2,0,0,0,0.6
"Census Tract 2601, Cook County, Illinois",100,7.3,92.7,0,0,0,0,0
"Census Tract 2602, Cook County, Illinois",100,1.8,98.2,0,0,0,0,0
"Census Tract 2603, Cook County, Illinois",99.4,1.7,93.7,0,0,0,4,0.6
"Census Tract 2604, Cook County, Illinois",99.3,0.8,98.4,0,0.1,0,0.1,0.7
"Census Tract 2605, Cook County, Illinois",100,0.4,99.6,0,0,0,0,0
"Census Tract 2606, Cook County, Illinois",98.9,2.5,96.4,0,0,0,0,1.1
"Census Tract 2607, Cook County, Illinois",99.4,0,98.7,0,0.7,0,0,0.6
"Census Tract 2608, Cook County, Illinois",100,0.9,95.7,0,0,0,3.4,0
"Census Tract 2609, Cook County, Illinois",100,3.7,95.5,0.7,0,0,0.1,0
"Census Tract 2610, Cook County, Illinois",100,0,99.5,0,0,0,0.5,0
"Census Tract 2705, Cook County, Illinois",97.5,4.5,92.3,0.8,0,0,0,2.5
"Census Tract 2712, Cook County, Illinois",100,1.6,98.4,0,0,0,0,0
"Census Tract 2713, Cook County, Illinois",100,1.7,97.5,0,0,0,0.8,0
"Census Tract 2714, Cook County, Illinois",100,3.2,95.2,0,0,0,1.7,0
"Census Tract 2715, Cook County, Illinois",99.4,0.4,99,0,0,0,0,0.6
"Census Tract 2718, Cook County, Illinois",100,2,98,0,0,0,0,0
"Census Tract 2801, Cook County, Illinois",99.2,81.1,5.4,0.3,11.3,0,1,0.8
"Census Tract 2804, Cook County, Illinois",100,15.1,80.9,0,2.8,0,1.2,0
"Census Tract 2808, Cook County, Illinois",98,11.4,86.6,0,0,0,0,2
"Census Tract 2809, Cook County, Illinois",98.5,3,94.3,0,0,0,1.2,1.5
"Census Tract 2819, Cook County, Illinois",97.5,58,9.1,0,29.8,0,0.6,2.5
"Census Tract 2827, Cook County, Illinois",97.2,31.7,48.6,0,5.2,0,11.7,2.8
"Census Tract 2828, Cook County, Illinois",97.6,44.1,18.5,0,20.9,0,14.1,2.4
"Census Tract 2831, Cook County, Illinois",99.2,32.4,46.6,0,17.9,0,2.3,0.8
"Census Tract 2832, Cook County, Illinois",95.9,31.6,43,1.1,19.2,0,0.9,4.1
"Census Tract 2838, Cook County, Illinois",98.1,32.4,49.7,0.4,13.6,0,2,1.9
"Census Tract 2909, Cook County, Illinois",98.7,4.3,94.4,0,0,0,0,1.3
"Census Tract 2912, Cook County, Illinois",97.9,0.9,97,0,0,0,0,2.1
"Census Tract 2916, Cook County, Illinois",100,23.9,27,0,0,0,49.1,0
"Census Tract 2922, Cook County, Illinois",98.9,3,95.9,0,0,0,0,1.1
"Census Tract 2924, Cook County, Illinois",99.8,5.1,94.6,0,0,0,0,0.2
"Census Tract 2925, Cook County, Illinois",99.8,0.8,99,0,0,0,0,0.2
"Census Tract 3005, Cook County, Illinois",99.2,68.1,3.1,0,0.6,0,27.5,0.8
"Census Tract 3006, Cook County, Illinois",99.7,69,13.2,0,0.1,0,17.4,0.3
"Census Tract 3007, Cook County, Illinois",100,72.4,1.7,0.8,0,0,25.1,0
"Census Tract 3008, Cook County, Illinois",97.4,65.5,0.4,0,0,0,31.4,2.6
"Census Tract 3009, Cook County, Illinois",100,76.5,1.5,0,0.1,0,21.9,0
"Census Tract 3011, Cook County, Illinois",100,73.2,2.7,1,0,0,23,0
"Census Tract 3012, Cook County, Illinois",99.4,77.4,5.5,2.5,0,0,14.1,0.6
"Census Tract 3016, Cook County, Illinois",100,75.6,0.1,0.2,0,0,24,0
"Census Tract 3017.01, Cook County, Illinois",99.2,91.4,0.1,0,0,0,7.7,0.8
"Census Tract 3017.02, Cook County, Illinois",100,66.8,0,0,0,0,33.2,0
"Census Tract 3018.01, Cook County, Illinois",99.7,78.4,1.7,0,0,0,19.6,0.3
"Census Tract 3018.02, Cook County, Illinois",99.6,63.3,0,0.8,0,0,35.5,0.4
"Census Tract 3018.03, Cook County, Illinois",98,74,0,0.3,0.5,0,23.2,2
"Census Tract 3102, Cook County, Illinois",96.3,69.1,0,0,1.5,0,25.8,3.7
"Census Tract 3103, Cook County, Illinois",95.4,44.9,5.8,0,2.8,0,41.8,4.6
"Census Tract 3104, Cook County, Illinois",99.8,55.8,9.8,5,2.8,0,26.5,0.2
"Census Tract 3105, Cook County, Illinois",98.1,47,0.3,0.2,0.2,0,50.4,1.9
"Census Tract 3106, Cook County, Illinois",94.1,44.1,8,0,2.6,0,39.4,5.9
"Census Tract 3107, Cook County, Illinois",99.7,61.3,4.1,0,1.8,0,32.4,0.3
"Census Tract 3108, Cook County, Illinois",99,46,0.7,0.6,0,0,51.7,1
"Census Tract 3109, Cook County, Illinois",99,51.3,1.5,0.1,0.9,0,45.2,1
"Census Tract 3201, Cook County, Illinois",97.9,69.8,6.3,0.2,18.5,0,3.2,2.1
"Census Tract 3204, Cook County, Illinois",96.3,57.6,20,0,16.9,0,1.8,3.7
"Census Tract 3206, Cook County, Illinois",97.3,60.3,16.4,0.2,18.8,0,1.6,2.7
"Census Tract 3301, Cook County, Illinois",96.2,50,24.5,0.3,18.7,0,2.7,3.8
"Census Tract 3302, Cook County, Illinois",98.1,45.4,34.6,0,17.1,0,0.9,1.9
"Census Tract 3403, Cook County, Illinois",95.9,16.6,0.5,0,76.3,0,2.6,4.1
"Census Tract 3404, Cook County, Illinois",96.3,15.8,0.1,0,69,4.4,7.1,3.7
"Census Tract 3405, Cook County, Illinois",100,46.2,13.9,0.3,24.1,0,15.4,0
"Census Tract 3406, Cook County, Illinois",99.6,0,99.6,0,0,0,0,0.4
"Census Tract 3501, Cook County, Illinois",97.3,10.9,53.2,0.4,29.2,0,3.6,2.7
"Census Tract 3504, Cook County, Illinois",98.1,0,91.5,0,0,0,6.7,1.9
"Census Tract 3510, Cook County, Illinois",99.2,3.5,71.1,0,24.4,0,0.2,0.8
"Census Tract 3511, Cook County, Illinois",99.6,0.6,98.3,0,0,0.7,0,0.4
"Census Tract 3514, Cook County, Illinois",99,8.2,88.7,0,2.1,0,0,1
"Census Tract 3515, Cook County, Illinois",100,5.1,67,0,27.8,0,0,0
"Census Tract 3602, Cook County, Illinois",98.3,0,96.6,0,0,0,1.7,1.7
"Census Tract 3801, Cook County, Illinois",98.9,7.5,90.8,0.6,0,0,0,1.1
"Census Tract 3802, Cook County, Illinois",99.2,4.3,94.8,0,0,0,0,0.8
"Census Tract 3805, Cook County, Illinois",94.3,0.3,94,0,0,0,0,5.7
"Census Tract 3807, Cook County, Illinois",99.6,19.2,80,0,0.3,0,0,0.4
"Census Tract 3812, Cook County, Illinois",97.7,6.3,90.9,0,0,0,0.5,2.3
"Census Tract 3814, Cook County, Illinois",100,1.1,95.4,0,0,0,3.5,0
"Census Tract 3815, Cook County, Illinois",100,1.4,96.7,0,1.9,0,0,0
"Census Tract 3817, Cook County, Illinois",,,,,,,,
"Census Tract 3818, Cook County, Illinois",96.1,8.2,72.2,0,0,0,15.7,3.9
"Census Tract 3819, Cook County, Illinois",98.7,4.2,94.4,0,0,0,0,1.3
"Census Tract 3901, Cook County, Illinois",98.8,4,93.9,0,0.9,0,0,1.2
"Census Tract 3902, Cook County, Illinois",98.5,6,92,0,0.5,0,0,1.5
"Census Tract 3903, Cook County, Illinois",99.5,6.3,92.8,0,0.4,0,0,0.5
"Census Tract 3904, Cook County, Illinois",100,6.2,91.3,2.2,0.3,0,0,0
"Census Tract 3905, Cook County, Illinois",99.7,22.6,67.6,0.6,8.5,0,0.5,0.3
"Census Tract 3906, Cook County, Illinois",91.6,40.2,44.8,0,4.3,0,2.3,8.4
"Census Tract 3907, Cook County, Illinois",97.8,35,46.7,0,14.5,0,1.6,2.2
"Census Tract 4003, Cook County, Illinois",100,0.6,98.8,0,0,0,0.6,0
"Census Tract 4004, Cook County, Illinois",99.3,0.1,98.6,0,0.6,0,0,0.7
"Census Tract 4005, Cook County, Illinois",99.4,0,99.4,0,0,0,0,0.6
"Census Tract 4008, Cook County, Illinois",98.9,0.1,98.9,0,0,0,0,1.1
"Census Tract 4101, Cook County, Illinois",95.2,30.1,51.2,0,4.4,0,9.4,4.8
"Census Tract 4102, Cook County, Illinois",95.8,44.7,25.3,2.3,23.5,0,0,4.2
"Census Tract 4105, Cook County, Illinois",97.8,29,61.5,1.5,5.7,0,0.1,2.2
"Census Tract 4106, Cook County, Illinois",97.2,44.7,40.8,0,11.3,0,0.4,2.8
"Census Tract 4107, Cook County, Illinois",95.7,61.5,21,0,10.8,0,2.4,4.3
"Census Tract 4108, Cook County, Illinois",96.9,34.9,43.6,0,13.3,0,5.2,3.1
"Census Tract 4109, Cook County, Illinois",93.9,53.8,32.6,0,4.7,0,2.8,6.1
"Census Tract 4110, Cook County, Illinois",97.3,60.2,27.5,0.5,8.6,0.2,0.4,2.7
"Census Tract 4111, Cook County, Illinois",98.9,68.5,6.4,0.2,23.3,0,0.4,1.1
"Census Tract 4112, Cook County, Illinois",98.2,70.2,13.2,0,14,0,0.8,1.8
"Census Tract 4201, Cook County, Illinois",100,6.4,91.5,0,2.1,0,0,0
"Census Tract 4202, Cook County, Illinois",97.2,21.9,67.7,2.3,4.5,0,0.9,2.8
"Census Tract 4203, Cook County, Illinois",99.8,35.1,52.2,0,11.6,0,0.8,0.2
"Census Tract 4204, Cook County, Illinois",97.5,19.4,64.3,0,11.2,0,2.7,2.5
"Census Tract 4205, Cook County, Illinois",96.9,0.5,96,0,0.3,0,0,3.1
"Census Tract 4206, Cook County, Illinois",99.6,3.4,95.9,0,0.2,0,0,0.4
"Census Tract 4207, Cook County, Illinois",99.3,1,98,0,0,0,0.3,0.7
"Census Tract 4208, Cook County, Illinois",98.6,2.9,94.3,0.6,0,0,0.9,1.4
"Census Tract 4212, Cook County, Illinois",100,0,99,0,1,0,0,0
"Census Tract 4301.01, Cook County, Illinois",93.9,0.9,93,0,0,0,0,6.1
"Census Tract 4301.02, Cook County, Illinois",99.5,0.9,98.5,0,0,0,0,0.5
"Census Tract 4302, Cook County, Illinois",96.1,3.1,88.8,0.7,0,0,3.5,3.9
"Census Tract 4303, Cook County, Illinois",99.8,0.6,97.9,1.3,0,0,0,0.2
"Census Tract 4304, Cook County, Illinois",97.6,1,96.5,0,0.2,0,0,2.4
"Census Tract 4305, Cook County, Illinois",98.6,0.1,97.2,0,0,0,1.3,1.4
"Census Tract 4306, Cook County, Illinois",92.7,0.4,92.3,0,0,0,0,7.3
"Census Tract 4307, Cook County, Illinois",96.7,3.7,92.2,0,0,0,0.8,3.3
"Census Tract 4308, Cook County, Illinois",100,1.6,94.8,0.7,0,0.8,2.1,0
"Census Tract 4309, Cook County, Illinois",100,0.3,99.5,0,0.3,0,0,0
"Census Tract 4312, Cook County, Illinois",99.7,2.3,95.7,0,0,0,1.7,0.3
"Census Tract 4313.01, Cook County, Illinois",98.9,0.1,97.1,1.3,0,0,0.4,1.1
"Census Tract 4313.02, Cook County, Illinois",96.2,0,96.1,0,0,0,0.1,3.8
"Census Tract 4314, Cook County, Illinois",97.7,4.8,91.7,0,0.7,0,0.5,2.3
"Census Tract 4401.01, Cook County, Illinois",100,0.2,99.6,0,0.2,0,0,0
"Census Tract 4401.02, Cook County, Illinois",100,0.4,99.6,0,0,0,0,0
"Census Tract 4402.01, Cook County, Illinois",96.8,0,96.6,0.2,0,0,0,3.2
"Census Tract 4402.02, Cook County, Illinois",97.6,0.5,97.2,0,0,0,0,2.4
"Census Tract 4403, Cook County, Illinois",98,1.8,96.1,0,0,0,0,2
"Census Tract 4406, Cook County, Illinois",100,1.2,98,0.8,0,0,0,0
"Census Tract 4407, Cook County, Illinois",94.3,1.7,92,0,0.6,0,0,5.7
"Census Tract 4408, Cook County, Illinois",99.9,0,99.4,0,0,0,0.4,0.1
"Census Tract 4409, Cook County, Illinois",99.5,0.1,99.4,0,0,0,0,0.5
"Census Tract 4503, Cook County, Illinois",98.9,3.2,95.6,0,0,0,0.2,1.1
"Census Tract 4601, Cook County, Illinois",99.5,19.3,74.7,0,0,0,5.5,0.5
"Census Tract 4602, Cook County, Illinois",100,50.2,40.8,0,0,0,8.9,0
"Census Tract 4603.01, Cook County, Illinois",98.8,22.4,68.2,0,0,0,8.2,1.2
"Census Tract 4603.02, Cook County, Illinois",98.1,1.2,93.9,0,1.6,0,1.4,1.9
"Census Tract 4604, Cook County, Illinois",99.8,0.5,98.7,0,0,0,0.6,0.2
"Census Tract 4605, Cook County, Illinois",97.7,2.4,93.3,0,0,1.9,0,2.3
"Census Tract 4606, Cook County, Illinois",100,12.1,83.9,0,0,0,4,0
"Census Tract 4607, Cook County, Illinois",98.1,28.9,57.2,0,0.8,0,11.1,1.9
"Census Tract 4610, Cook County, Illinois",99.3,47.5,46.5,0,0,0,5.3,0.7
"Census Tract 4701, Cook County, Illinois",100,0.6,99.4,0,0,0,0,0
"Census Tract 4801, Cook County, Illinois",100,1.2,98.1,0.5,0,0,0.3,0
"Census Tract 4802, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 4803, Cook County, Illinois",100,1.8,97.1,0,0,0,1.1,0
"Census Tract 4804, Cook County, Illinois",99.3,1,97.5,0,0.2,0,0.6,0.7
"Census Tract 4805, Cook County, Illinois",99.2,4.2,83.6,0,0,0,11.5,0.8
"Census Tract 4903, Cook County, Illinois",95.4,1.5,94,0,0,0,0,4.6
"Census Tract 4904, Cook County, Illinois",100,0,98.6,0,1.4,0,0,0
"Census Tract 4905, Cook County, Illinois",99.4,2.9,93.4,0,1.8,0,1.3,0.6
"Census Tract 4906, Cook County, Illinois",98.5,0.2,92.2,0,6.1,0,0,1.5
"Census Tract 4907, Cook County, Illinois",99.4,0.8,97.5,0,0.3,0,0.7,0.6
"Census Tract 4908, Cook County, Illinois",97,2.5,93.9,0,0,0,0.6,3
"Census Tract 4909.01, Cook County, Illinois",99.7,2.1,96.8,0,0.7,0,0,0.3
"Census Tract 4909.02, Cook County, Illinois",100,0.3,98.5,0.4,0.7,0,0,0
"Census Tract 4910, Cook County, Illinois",98.1,1.2,96.9,0,0,0,0,1.9
"Census Tract 4911, Cook County, Illinois",100,2.6,97,0,0,0,0.3,0
"Census Tract 4912, Cook County, Illinois",100,0.3,99.7,0,0,0,0,0
"Census Tract 4913, Cook County, Illinois",98.7,0.9,97.8,0,0,0,0,1.3
"Census Tract 4914, Cook County, Illinois",98.9,1.2,97.7,0,0,0,0,1.1
"Census Tract 5001, Cook County, Illinois",99.8,0.3,98.9,0,0.4,0,0.3,0.2
"Census Tract 5002, Cook County, Illinois",99.3,3.9,94.1,0,1.3,0,0,0.7
"Census Tract 5003, Cook County, Illinois",99.2,46.4,44.7,0,0,0,8.1,0.8
"Census Tract 5101, Cook County, Illinois",99,55.8,5.1,0,0,0,38.1,1
"Census Tract 5102, Cook County, Illinois",99.4,17.5,79.2,0,0.3,0,2.4,0.6
"Census Tract 5103, Cook County, Illinois",96,0.5,93.8,0,0.6,0.2,0.9,4
"Census Tract 5201, Cook County, Illinois",94.7,58.3,13.6,0,0,0,22.8,5.3
"Census Tract 5202, Cook County, Illinois",97.9,78.9,9,0,0,0,10,2.1
"Census Tract 5203, Cook County, Illinois",97.6,75.3,1.2,0.7,0.3,0,20.1,2.4
"Census Tract 5204, Cook County, Illinois",97.6,76,0.7,0.5,0,0,20.4,2.4
"Census Tract 5205, Cook County, Illinois",98,84,0.5,0.2,0.3,0,13.1,2
"Census Tract 5206, Cook County, Illinois",98,79,0,0.3,2.4,0,16.3,2
"Census Tract 5301, Cook County, Illinois",100,29.5,57.2,0.5,0,0,12.8,0
"Census Tract 5302, Cook County, Illinois",99.5,0.3,99.3,0,0,0,0,0.5
"Census Tract 5303, Cook County, Illinois",99.6,1.6,95.5,0,0,0,2.6,0.4
"Census Tract 5304, Cook County, Illinois",100,0.2,99.8,0,0,0,0,0
"Census Tract 5305.01, Cook County, Illinois",98.2,1.7,96.5,0,0,0,0,1.8
"Census Tract 5305.02, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 5305.03, Cook County, Illinois",98.5,0.2,98.3,0,0,0,0,1.5
"Census Tract 5306, Cook County, Illinois",100,4.8,94.8,0.4,0,0,0,0
"Census Tract 5401.01, Cook County, Illinois",99.9,3.9,96,0.1,0,0,0,0.1
"Census Tract 5401.02, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 5501, Cook County, Illinois",96.5,73.5,14.1,0.5,0.5,0,8,3.5
"Census Tract 5502, Cook County, Illinois",96.8,89.4,2,0.3,0,0,5.1,3.2
"Census Tract 5601, Cook County, Illinois",100,72.6,12,0,14.5,0,0.9,0
"Census Tract 5602, Cook County, Illinois",99.7,14.2,83.7,0,0.3,0,1.6,0.3
"Census Tract 5603, Cook County, Illinois",99.3,56.9,11.2,0,8.1,0,23.1,0.7
"Census Tract 5604, Cook County, Illinois",100,56.8,0,0.9,8.2,0,34.1,0
"Census Tract 5607, Cook County, Illinois",92.2,71.8,0.1,0,0,0,20.3,7.8
"Census Tract 5608, Cook County, Illinois",94,87.3,0.3,0,0.1,0,6.3,6
"Census Tract 5609, Cook County, Illinois",98.5,83.7,0.4,0,0.8,0,13.6,1.5
"Census Tract 5610, Cook County, Illinois",98.2,82.1,0,0,0,0,16.1,1.8
"Census Tract 5611, Cook County, Illinois",96.9,80.6,0,0,0,0,16.3,3.1
"Census Tract 5701, Cook County, Illinois",97.6,81,0,7.1,0.3,0,9.2,2.4
"Census Tract 5702, Cook County, Illinois",99.6,63.3,0.1,0.5,3.5,0,32.3,0.4
"Census Tract 5703, Cook County, Illinois",99,66.8,0,0,0.7,0,31.5,1
"Census Tract 5704, Cook County, Illinois",99.9,69,0.7,0,0,0,30.1,0.1
"Census Tract 5705, Cook County, Illinois",100,55.2,7.9,0,4.1,0,32.9,0
"Census Tract 5801, Cook County, Illinois",99.4,64.8,0.7,0,14.2,0,19.7,0.6
"Census Tract 5802, Cook County, Illinois",99.3,40.7,2,0,10.5,0,46.1,0.7
"Census Tract 5803, Cook County, Illinois",100,61.6,0,1.6,15.7,0,21.1,0
"Census Tract 5804, Cook County, Illinois",99.7,61.4,1.1,0,10.5,0,26.8,0.3
"Census Tract 5805.01, Cook County, Illinois",98.7,67,1.5,0,3.5,0,26.6,1.3
"Census Tract 5805.02, Cook County, Illinois",97.3,66.2,2.3,0,6.4,0,22.4,2.7
"Census Tract 5806, Cook County, Illinois",99.9,73.8,3.7,0.6,4.4,0,17.3,0.1
"Census Tract 5807, Cook County, Illinois",99.8,69.2,0,0,5.4,0,25.3,0.2
"Census Tract 5808, Cook County, Illinois",100,77.8,0.9,2.1,0,0,19.2,0
"Census Tract 5905, Cook County, Illinois",98.6,65.4,0.9,0.3,16.2,0,15.9,1.4
"Census Tract 5906, Cook County, Illinois",97.7,47.4,1.5,2.5,10.6,0,35.6,2.3
"Census Tract 5907, Cook County, Illinois",97.4,52.3,5.8,0,10.1,0,29.1,2.6
"Census Tract 6004, Cook County, Illinois",95,30.7,0.2,0,58.2,0,6,5
"Census Tract 6006, Cook County, Illinois",97.7,32.5,0.4,4.3,47.8,0,12.8,2.3
"Census Tract 6007, Cook County, Illinois",97.9,53.1,4.9,1.4,20.5,0,18,2.1
"Census Tract 6009, Cook County, Illinois",97.3,49,9.9,1.7,24.8,0,11.9,2.7
"Census Tract 6103, Cook County, Illinois",96.3,66,3.6,2.6,1.1,0,23.1,3.7
"Census Tract 6104, Cook County, Illinois",100,75,0,4.9,0,0,20.1,0
"Census Tract 6108, Cook County, Illinois",98.4,97.1,0,0,0,0,1.3,1.6
"Census Tract 6110, Cook County, Illinois",98.5,14.2,65.6,0,0,0,18.6,1.5
"Census Tract 6111, Cook County, Illinois",99.5,51.2,19.3,0,0,0,29,0.5
"Census Tract 6112, Cook County, Illinois",100,45.7,21.5,1.5,0.6,0,30.6,0
"Census Tract 6113, Cook County, Illinois",97.8,49,13.1,0,0,0,35.7,2.2
"Census Tract 6114, Cook County, Illinois",98.7,56.6,2.8,0,0,0,39.3,1.3
"Census Tract 6115, Cook County, Illinois",100,54,10,1.3,0,0,34.6,0
"Census Tract 6116, Cook County, Illinois",92.1,15,69.2,0,0,0,7.8,7.9
"Census Tract 6117, Cook County, Illinois",97.9,23.9,70,0,0,0,4,2.1
"Census Tract 6118, Cook County, Illinois",98,22.7,65.5,0,0,0.4,9.4,2
"Census Tract 6119, Cook County, Illinois",98.8,10.8,84.2,0,0,0,3.8,1.2
"Census Tract 6120, Cook County, Illinois",99.9,0.3,87.2,0,0,0,12.3,0.1
"Census Tract 6121, Cook County, Illinois",100,6.8,93.2,0,0,0,0,0
"Census Tract 6201, Cook County, Illinois",98.3,61.3,4.3,0.2,1.7,0,30.8,1.7
"Census Tract 6202, Cook County, Illinois",98.3,60.9,0.4,0,4,0,33.1,1.7
"Census Tract 6203, Cook County, Illinois",99.4,69.3,1,0,1.5,0,27.6,0.6
"Census Tract 6204, Cook County, Illinois",99.5,63.2,4.6,0.2,0.8,0,30.8,0.5
"Census Tract 6301, Cook County, Illinois",100,51.6,24,0.3,0,0,24.1,0
"Census Tract 6302, Cook County, Illinois",97.5,59,0.4,0,5.2,0,32.8,2.5
"Census Tract 6303, Cook County, Illinois",100,73.5,0,0.9,0.8,0,24.7,0
"Census Tract 6304, Cook County, Illinois",99.5,51.5,0,0,0.8,0,47.2,0.5
"Census Tract 6305, Cook County, Illinois",99.2,53.6,3.3,0,0.9,0,41.4,0.8
"Census Tract 6308, Cook County, Illinois",98.7,57.6,2.9,1.1,1.6,0,35.6,1.3
"Census Tract 6309, Cook County, Illinois",99.7,54,1.6,0,1,0,43.1,0.3
"Census Tract 6401, Cook County, Illinois",98.4,83.6,0,0,2.1,0,12.7,1.6
"Census Tract 6403, Cook County, Illinois",96.2,82.2,0.3,1.3,0,0,12.4,3.8
"Census Tract 6404, Cook County, Illinois",98.9,78.1,0,0.2,0,0,20.7,1.1
"Census Tract 6405, Cook County, Illinois",98.3,78.1,1.7,0,0,0,18.4,1.7
"Census Tract 6406, Cook County, Illinois",98.9,75.2,0,0,3.4,0,20.2,1.1
