GEO.display-label,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC58,HC03_VC63,HC03_VC64
"Census Tract 408, Cook County, Illinois",95.1,74.3,2.8,0,5.7,0,12.3,4.9
"Census Tract 409, Cook County, Illinois",96,85.5,0.5,0,3.3,0,6.8,4
"Census Tract 501, Cook County, Illinois",98.6,87.1,2.6,0,7.3,0,1.6,1.4
"Census Tract 502, Cook County, Illinois",98.8,72.6,2.2,0,8.8,0,15.2,1.2
"Census Tract 503, Cook County, Illinois",97.4,90.5,0,2.7,3.6,0,0.5,2.6
"Census Tract 505, Cook County, Illinois",93.7,90.7,0.2,0,1.9,0,0.8,6.3
"Census Tract 506, Cook County, Illinois",97.2,91.7,0.6,0,4.4,0,0.6,2.8
"Census Tract 507, Cook County, Illinois",97.4,85.6,5.6,0,0,0,6.2,2.6
"Census Tract 508, Cook County, Illinois",97.9,85.9,0,0.5,4.5,0,7,2.1
"Census Tract 509, Cook County, Illinois",100,88.9,0.9,1,6.4,0,2.9,0
"Census Tract 510, Cook County, Illinois",98.7,75.5,0,0,13.2,0,10,1.3
"Census Tract 511, Cook County, Illinois",97.3,84.7,8,0,2.3,0,2.4,2.7
"Census Tract 512, Cook County, Illinois",100,92.2,1.4,0,4.7,0,1.7,0
"Census Tract 513, Cook County, Illinois",99.1,93.9,0,0,4,0,1.2,0.9
"Census Tract 514, Cook County, Illinois",97.2,69.5,17.9,0,4.4,0,5.4,2.8
"Census Tract 601, Cook County, Illinois",98.4,90.9,2.9,0,2.2,0,2.3,1.6
"Census Tract 602, Cook County, Illinois",100,70.2,1.3,0,8.7,0,19.8,0
"Census Tract 603, Cook County, Illinois",100,96.5,0.5,0,3,0,0,0
"Census Tract 604, Cook County, Illinois",99.3,91.9,0.3,0,3.4,0,3.7,0.7
"Census Tract 605, Cook County, Illinois",100,93.2,1.2,0.7,5,0,0,0
"Census Tract 608, Cook County, Illinois",99.7,80.9,3.6,0,11.2,0,4,0.3
"Census Tract 609, Cook County, Illinois",98.2,73.6,10.2,0.5,10.2,0,3.7,1.8
"Census Tract 610, Cook County, Illinois",95.1,80.4,1.8,0.8,8.6,0,3.6,4.9
"Census Tract 611, Cook County, Illinois",100,97.5,0,0,2.5,0,0,0
"Census Tract 612, Cook County, Illinois",95.2,87.2,0.9,0.5,6.5,0,0,4.8
"Census Tract 615, Cook County, Illinois",97.3,92.7,1.8,0,1.8,0,0.9,2.7
"Census Tract 618, Cook County, Illinois",100,88.8,1,0,6,0,4.2,0
"Census Tract 619.01, Cook County, Illinois",96.8,75.7,7.3,0,7.4,0,6.4,3.2
"Census Tract 619.02, Cook County, Illinois",98.9,82.8,4.7,0.3,9.3,1.1,0.6,1.1
"Census Tract 620, Cook County, Illinois",99.5,88.8,3.8,0,5,0,1.9,0.5
"Census Tract 621, Cook County, Illinois",98.1,80.9,0.4,0,12.5,0,4.2,1.9
"Census Tract 622, Cook County, Illinois",96.1,88.6,0.7,0,4.5,0,2.2,3.9
"Census Tract 623, Cook County, Illinois",100,96.8,0.9,0,2.3,0,0,0
"Census Tract 624, Cook County, Illinois",99.3,89.8,0.2,0,5.1,0.2,4,0.7
"Census Tract 625, Cook County, Illinois",98.9,86.4,3.2,1,6.5,0,1.8,1.1
"Census Tract 626, Cook County, Illinois",99.3,93.7,0.4,0,4.4,0,0.9,0.7
"Census Tract 627, Cook County, Illinois",99,91.2,0.4,0.4,2.8,0,4.3,1
"Census Tract 628, Cook County, Illinois",99,84,6.1,0,5.2,0,3.7,1
"Census Tract 629, Cook County, Illinois",98.5,96.1,0.3,0,1.7,0,0.4,1.5
"Census Tract 630, Cook County, Illinois",98.1,89.4,4.8,0,3.3,0,0.5,1.9
"Census Tract 631, Cook County, Illinois",99.2,80.2,5.7,0,9.4,0,4,0.8
"Census Tract 632, Cook County, Illinois",97.5,80.2,4.9,0,7.6,0,4.8,2.5
"Census Tract 633.01, Cook County, Illinois",99.2,69.1,11.8,0,15.8,0,2.5,0.8
"Census Tract 633.02, Cook County, Illinois",99.6,89.5,1.1,0,8.7,0,0.2,0.4
"Census Tract 633.03, Cook County, Illinois",100,87.8,0.9,0,11.4,0,0,0
"Census Tract 634, Cook County, Illinois",98.4,85.4,7.9,0,4.4,0,0.6,1.6
"Census Tract 701.01, Cook County, Illinois",98.6,84,4,0,10.1,0,0.5,1.4
"Census Tract 701.02, Cook County, Illinois",99.2,76.3,6.6,1.7,12.9,0,1.7,0.8
"Census Tract 701.03, Cook County, Illinois",100,87.8,1.8,0,9.5,0,0.9,0
"Census Tract 702, Cook County, Illinois",93.1,77.8,2.6,0,12.2,0,0.4,6.9
"Census Tract 703, Cook County, Illinois",98.7,85.4,2.2,0,8.7,0.6,1.7,1.3
"Census Tract 704, Cook County, Illinois",97,86.1,5.9,0,3.9,0,1,3
"Census Tract 705, Cook County, Illinois",100,90,3.2,1.1,4.1,0,1.6,0
"Census Tract 706, Cook County, Illinois",99.3,93.1,0.3,0,2.5,0,3.3,0.7
"Census Tract 707, Cook County, Illinois",99,73.4,8.6,0,10,0,7,1
"Census Tract 710, Cook County, Illinois",96.8,83.2,1.7,0.3,6.5,0,5.1,3.2
"Census Tract 711, Cook County, Illinois",98.7,91.3,2.2,0,3.6,0,1.6,1.3
"Census Tract 712, Cook County, Illinois",99.5,85.8,6.4,0,7.3,0,0,0.5
"Census Tract 713, Cook County, Illinois",99.6,90.8,3.3,0,5.4,0,0.1,0.4
"Census Tract 714, Cook County, Illinois",98.3,87,3.2,0.7,4.7,0,2.7,1.7
"Census Tract 715, Cook County, Illinois",99.5,85.9,9.9,0,2.5,0,1.1,0.5
"Census Tract 716, Cook County, Illinois",97.7,88,3.1,0,4.6,0,2,2.3
"Census Tract 717, Cook County, Illinois",100,77.4,11,0,9.7,0,1.9,0
"Census Tract 718, Cook County, Illinois",99,85.6,9.3,0,4.2,0,0,1
"Census Tract 801, Cook County, Illinois",99.6,91.2,2.1,0,5.6,0,0.7,0.4
"Census Tract 802.01, Cook County, Illinois",97.7,88.8,1.6,0,6.8,0,0.5,2.3
"Census Tract 802.02, Cook County, Illinois",100,87.9,6.4,0,5,0,0.7,0
"Census Tract 803, Cook County, Illinois",98.7,83.4,9,0,6,0,0.4,1.3
"Census Tract 804, Cook County, Illinois",100,30.4,61.8,0.4,3.6,0,3.9,0
"Census Tract 810, Cook County, Illinois",98.3,76.6,11.2,0,9.2,0,1.3,1.7
"Census Tract 811, Cook County, Illinois",99.1,77.9,13,0.4,6.4,0,1.4,0.9
"Census Tract 812.01, Cook County, Illinois",97.6,80.9,2.8,0,12.6,0,1.3,2.4
"Census Tract 812.02, Cook County, Illinois",98.8,90.4,0,0,3.1,0,5.3,1.2
"Census Tract 813, Cook County, Illinois",100,87.4,3.9,0,8.5,0,0.2,0
"Census Tract 814.01, Cook County, Illinois",99.5,76.8,11.5,0,8.6,0,2.5,0.5
"Census Tract 814.02, Cook County, Illinois",98.5,81.8,1.9,0.3,13.4,0,1.1,1.5
"Census Tract 814.03, Cook County, Illinois",97.2,70.3,2.9,0,22.2,0,1.8,2.8
"Census Tract 815, Cook County, Illinois",100,84.3,2.2,0,13.6,0,0,0
"Census Tract 816, Cook County, Illinois",97,76,0.9,2,12.6,0,5.5,3
"Census Tract 817, Cook County, Illinois",96.9,73.9,5.7,0,9.6,0,7.8,3.1
"Census Tract 818, Cook County, Illinois",98.2,80.3,2.8,0,12.5,0,2.7,1.8
"Census Tract 819, Cook County, Illinois",100,37.2,58,0,4,0,0.8,0
"Census Tract 901, Cook County, Illinois",99.6,96.7,0,0,1.7,0,1.1,0.4
"Census Tract 902, Cook County, Illinois",97.3,92.7,0,0,3.1,0,1.5,2.7
"Census Tract 903, Cook County, Illinois",99.3,98,0,0,0.5,0,0.7,0.7
"Census Tract 1001, Cook County, Illinois",94.5,82.6,1,0,4.5,0,6.4,5.5
"Census Tract 1002, Cook County, Illinois",96.8,83.9,1.3,0.8,2.8,0,8.1,3.2
"Census Tract 1003, Cook County, Illinois",100,93.1,0.9,0,3.3,0,2.8,0
"Census Tract 1004, Cook County, Illinois",100,90.7,0,0,5.5,0,3.8,0
"Census Tract 1005, Cook County, Illinois",97.5,87.8,0,0,3.8,0,5.9,2.5
"Census Tract 1006, Cook County, Illinois",98.4,83.9,0,0,9,0,5.6,1.6
"Census Tract 1007, Cook County, Illinois",99.5,85.7,0,0,5.6,0,8.2,0.5
"Census Tract 1101, Cook County, Illinois",93.9,80.3,2.3,0,6.7,0,4.6,6.1
"Census Tract 1102, Cook County, Illinois",97.9,88.3,0,0,5.4,0,4.2,2.1
"Census Tract 1103, Cook County, Illinois",98.3,86.5,0,0.9,10.1,0,0.9,1.7
"Census Tract 1104, Cook County, Illinois",97.2,74.4,0.3,0.5,5.8,0,16.2,2.8
"Census Tract 1105.01, Cook County, Illinois",98.9,71.2,2.6,0,12.6,0,12.5,1.1
"Census Tract 1105.02, Cook County, Illinois",99.7,83.9,0,0,4.4,0,11.3,0.3
"Census Tract 1201, Cook County, Illinois",100,87.8,2.7,0.5,3.1,0.8,5.1,0
"Census Tract 1202, Cook County, Illinois",97.9,83.3,0.7,0.4,12.4,0,1.1,2.1
"Census Tract 1203, Cook County, Illinois",97.3,74.6,2.7,0,18,0,2,2.7
"Census Tract 1204, Cook County, Illinois",95.3,64.9,0.8,0,11,0,18.7,4.7
"Census Tract 1301, Cook County, Illinois",98.9,62.7,3.5,0.1,27.6,0,5,1.1
"Census Tract 1302, Cook County, Illinois",96,83,3.9,0,5.8,0,3.3,4
"Census Tract 1303, Cook County, Illinois",97.9,53,1.4,0.2,29.7,0,13.6,2.1
"Census Tract 1401, Cook County, Illinois",90.2,31.5,7.2,0,12.2,0.4,38.9,9.8
"Census Tract 1402, Cook County, Illinois",97.4,21.6,3.6,1.2,12.2,0,58.7,2.6
"Census Tract 1403.01, Cook County, Illinois",99.6,21.8,3.9,0,21.9,0,51.9,0.4
"Census Tract 1403.02, Cook County, Illinois",99.1,22.2,9,0,20,0,47.9,0.9
"Census Tract 1404, Cook County, Illinois",93.6,55.9,0.9,0,19.3,0,17.5,6.4
"Census Tract 1405, Cook County, Illinois",95.8,48.3,2.7,0.7,2.5,0,41.6,4.2
"Census Tract 1406.01, Cook County, Illinois",99,30.3,5.5,0,9.4,1.3,52.6,1
"Census Tract 1406.02, Cook County, Illinois",99.3,30.1,4.1,0,13.1,0,52,0.7
"Census Tract 1407.01, Cook County, Illinois",97.9,48,1.6,0,17.4,0,30.9,2.1
"Census Tract 1407.02, Cook County, Illinois",92.4,31.3,4.9,0.2,6.9,0,49.2,7.6
"Census Tract 1408, Cook County, Illinois",98.4,49,1.2,0.9,14.3,0.2,32.8,1.6
"Census Tract 1502, Cook County, Illinois",96.4,62.4,8,0,3.8,0,22.2,3.6
"Census Tract 1503, Cook County, Illinois",95.9,81.9,0,1.8,3.7,0,8.5,4.1
"Census Tract 1504.01, Cook County, Illinois",98,79.2,0,0,6.1,0,12.6,2
"Census Tract 1504.02, Cook County, Illinois",93.6,73.5,2.1,0,5.6,0,12.4,6.4
"Census Tract 1505.01, Cook County, Illinois",97.3,80.3,0,0.2,5.2,0,11.7,2.7
"Census Tract 1505.02, Cook County, Illinois",96,57,0.3,0,9.8,0,28.9,4
"Census Tract 1506, Cook County, Illinois",97,68,0.4,0,3.7,0,24.9,3
"Census Tract 1507, Cook County, Illinois",98,64.8,4.1,0,4.7,0,24.4,2
"Census Tract 1508, Cook County, Illinois",96.8,50.4,0,0,6.5,0,39.9,3.2
"Census Tract 1510.01, Cook County, Illinois",98.7,27,4,0,0,0,67.7,1.3
"Census Tract 1510.02, Cook County, Illinois",100,47.6,1.8,2.3,3.1,0,45.2,0
"Census Tract 1511, Cook County, Illinois",96.3,57.5,1.4,0.4,3,0,34.1,3.7
"Census Tract 1512, Cook County, Illinois",100,75.7,3.6,0,5.9,0,14.7,0
"Census Tract 1601, Cook County, Illinois",99.1,71.4,0,1.5,3.8,0,22.4,0.9
"Census Tract 1602, Cook County, Illinois",96.7,66.6,2.3,0,7,0,20.8,3.3
"Census Tract 1603, Cook County, Illinois",99.2,51.8,12.6,0,11.6,0,23.2,0.8
"Census Tract 1604, Cook County, Illinois",97.1,46.5,7.4,0,5.9,0,37.4,2.9
"Census Tract 1605.01, Cook County, Illinois",98.1,35.8,9.1,0.3,2.8,0,50.1,1.9
"Census Tract 1605.02, Cook County, Illinois",97.5,48.4,1,0,10.7,0,37.4,2.5
"Census Tract 1606.01, Cook County, Illinois",97.5,55,2.1,0,11.4,0,29,2.5
"Census Tract 1606.02, Cook County, Illinois",98.2,48.9,3,0,8.4,0,37.9,1.8
"Census Tract 1607, Cook County, Illinois",97.3,63.4,4.2,0,10.3,0,19.5,2.7
"Census Tract 1608, Cook County, Illinois",98.2,53.9,1.1,0.6,8.7,0,33.9,1.8
"Census Tract 1609, Cook County, Illinois",98.8,67.3,0,0,6.6,0,24.8,1.2
"Census Tract 1610, Cook County, Illinois",98.4,89.6,0,0,3.5,0,5.3,1.6
"Census Tract 1611, Cook County, Illinois",97.8,79.6,2.7,0,11.8,0,3.7,2.3
"Census Tract 1612, Cook County, Illinois",100,53.7,0.9,0,13.2,0,32.3,0
"Census Tract 1613, Cook County, Illinois",97.3,68.5,2,0,2.3,0,24.5,2.7
"Census Tract 1701, Cook County, Illinois",100,84,11.3,0,3.1,0,1.7,0
"Census Tract 1702, Cook County, Illinois",99.2,75.3,0,0.8,5.9,0,17.1,0.8
"Census Tract 1703, Cook County, Illinois",99.6,85.3,0.8,0.5,5,0,8,0.4
"Census Tract 1704, Cook County, Illinois",96.4,90.4,0.8,0.2,3.1,0,2,3.6
"Census Tract 1705, Cook County, Illinois",98.2,90.1,0,0,0.3,0,7.8,1.8
"Census Tract 1706, Cook County, Illinois",100,86.7,0,0,12.5,0,0.8,0
"Census Tract 1707, Cook County, Illinois",98.3,95.3,0,0,2.7,0,0.4,1.7
"Census Tract 1708, Cook County, Illinois",98.6,88,0,0,2.2,0,8.4,1.4
"Census Tract 1709, Cook County, Illinois",96.2,73.7,6.3,0,12.4,0,3.8,3.8
"Census Tract 1710, Cook County, Illinois",99.6,78.3,0,0,5.8,0,15.5,0.4
"Census Tract 1711, Cook County, Illinois",100,63,1.4,0,8.8,0,26.9,0
"Census Tract 1801, Cook County, Illinois",98.3,73.9,3.4,0.5,2.6,0.3,17.6,1.7
"Census Tract 1901, Cook County, Illinois",99.7,42.9,5,0,0,0,51.7,0.3
"Census Tract 1902, Cook County, Illinois",98.5,35.4,1.7,1.6,1.9,0,57.9,1.5
"Census Tract 1903, Cook County, Illinois",100,55.2,0.4,0.2,0.7,0,43.5,0
"Census Tract 1904.01, Cook County, Illinois",99.6,61.3,2.5,0,4,0,31.9,0.4
"Census Tract 1904.02, Cook County, Illinois",96.4,32.8,2.5,0,5.5,0,55.6,3.6
"Census Tract 1906.01, Cook County, Illinois",98.9,30.2,4.2,1.4,1.1,0,62,1.1
"Census Tract 1906.02, Cook County, Illinois",99.1,49.6,13,0.3,0,0,36.1,0.9
"Census Tract 1907.01, Cook County, Illinois",100,28.6,5.3,0,2.2,0,63.8,0
"Census Tract 1907.02, Cook County, Illinois",98.8,28.6,3.2,0,1.1,0,65.9,1.2
"Census Tract 1908, Cook County, Illinois",98.4,30.7,5.5,0.4,3,0,58.7,1.6
"Census Tract 1909, Cook County, Illinois",100,45.5,14.3,0,2.8,0,37.4,0
"Census Tract 1910, Cook County, Illinois",100,34.1,2.8,0,0,0,63.1,0
"Census Tract 1911, Cook County, Illinois",98.1,23,12.3,0,1.3,0,61.5,1.9
"Census Tract 1912, Cook County, Illinois",100,18.6,4.3,0,0,0,77.1,0
"Census Tract 1913.01, Cook County, Illinois",99.6,22.6,12.2,1.3,1.2,0,62.3,0.4
"Census Tract 1913.02, Cook County, Illinois",100,22.3,2.1,0,0.8,0,74.8,0
"Census Tract 2001, Cook County, Illinois",99,37.6,0.3,0.5,3.4,0,57.2,1
"Census Tract 2002, Cook County, Illinois",99.6,24.2,1.2,0,3.4,0,70.8,0.4
"Census Tract 2003, Cook County, Illinois",97.4,32.5,1,0,0.8,0,63,2.6
"Census Tract 2004.01, Cook County, Illinois",99.1,46.6,0,0.7,1.2,0,50.6,0.9
"Census Tract 2004.02, Cook County, Illinois",99.2,26.8,1.2,0,0.4,0,70.9,0.8
"Census Tract 2101, Cook County, Illinois",95.2,53.1,6,0,4.7,0,31.3,4.8
"Census Tract 2104, Cook County, Illinois",99.7,56.9,0,2.4,4.8,0,35.6,0.3
"Census Tract 2105.01, Cook County, Illinois",100,56,1.3,0.8,3.3,0,38.5,0
"Census Tract 2105.02, Cook County, Illinois",100,54.4,0.5,0,0,0,45.1,0
"Census Tract 2106.01, Cook County, Illinois",98.9,64.8,0,0,6.2,0,27.9,1.1
"Census Tract 2106.02, Cook County, Illinois",98.8,62.4,9,0,1,0,26.5,1.2
"Census Tract 2107, Cook County, Illinois",97.8,68.4,5.9,0,1,0.7,21.8,2.2
"Census Tract 2108, Cook County, Illinois",100,44.6,1.9,0,0,0,53.4,0
"Census Tract 2109, Cook County, Illinois",94.1,59.8,3.5,0,2.9,0,28,5.9
"Census Tract 2203, Cook County, Illinois",98.1,74.2,3.1,0,1.7,0,19.1,1.9
"Census Tract 2204, Cook County, Illinois",96.9,65.5,5.8,0.4,5,0,20.2,3.1
"Census Tract 2205, Cook County, Illinois",97.5,74.6,5.1,0,6,0,11.7,2.5
"Census Tract 2206.01, Cook County, Illinois",95.7,62.2,6.9,0,7.1,0,19.4,4.3
"Census Tract 2206.02, Cook County, Illinois",97.5,56.9,11.2,0,8.1,0,21.2,2.5
"Census Tract 2207.01, Cook County, Illinois",98.7,65.8,7.8,0,1.6,0,23.5,1.3
"Census Tract 2207.02, Cook County, Illinois",96.6,68.2,5.1,0,2.3,0,21,3.4
"Census Tract 2209.01, Cook County, Illinois",98,56.2,12.3,0,1.6,0,27.9,2
"Census Tract 2209.02, Cook County, Illinois",97.9,46.4,16.3,0,1,0,34.2,2.1
"Census Tract 2210, Cook County, Illinois",100,59.1,11.8,0,1.6,0,27.6,0
"Census Tract 2211, Cook County, Illinois",94.8,58,11.4,0.2,1.1,0.4,23.7,5.2
"Census Tract 2212, Cook County, Illinois",96.3,60.6,6.2,0,1.1,0,28.4,3.7
"Census Tract 2213, Cook County, Illinois",98.7,62.3,4.5,0,3.5,0,28.4,1.3
"Census Tract 2214, Cook County, Illinois",100,63.5,4.2,0.3,1.3,0,30.7,0
"Census Tract 2215, Cook County, Illinois",96.8,72.2,6.2,0.3,4.2,0,14,3.2
"Census Tract 2216, Cook County, Illinois",96.7,78.9,0.2,0,4.8,0,12.9,3.3
"Census Tract 2222, Cook County, Illinois",98.3,83.2,2.6,0,11.1,0,1.5,1.7
"Census Tract 2225, Cook County, Illinois",99.6,64.5,9.1,0,0,0,25.9,0.4
"Census Tract 2226, Cook County, Illinois",98.7,64.3,11.8,0,6.5,0,16.2,1.3
"Census Tract 2227, Cook County, Illinois",99.2,42.5,15.5,0,0,0,41.3,0.8
"Census Tract 2228, Cook County, Illinois",100,47.7,22.8,0,0,0,29.4,0
"Census Tract 2229, Cook County, Illinois",100,68.4,14.1,0,2.1,0,15.5,0
"Census Tract 2301, Cook County, Illinois",100,43.5,22.8,0,0.5,0,33.2,0
"Census Tract 2302, Cook County, Illinois",87.3,33.1,14.2,0,0,0,40.1,12.7
"Census Tract 2303, Cook County, Illinois",100,67.2,0,0,0,0,32.8,0
"Census Tract 2304, Cook County, Illinois",94.9,19,4.7,1,0,0,70.2,5.1
"Census Tract 2305, Cook County, Illinois",99,32.3,13.8,0,1.2,0,51.7,1
"Census Tract 2306, Cook County, Illinois",99,17.2,30.3,0.6,1.3,0,49.5,1
"Census Tract 2307, Cook County, Illinois",98.2,32.9,22.5,0,0,0,42.7,1.8
"Census Tract 2308, Cook County, Illinois",100,44.8,0,0,1.5,0,53.7,0
"Census Tract 2309, Cook County, Illinois",96.6,39.3,19.6,0,0.7,0,36.9,3.4
"Census Tract 2311, Cook County, Illinois",93.2,1.6,63.2,0,0,0,28.3,6.8
"Census Tract 2312, Cook County, Illinois",99.8,8.9,79.9,0,0,0,11,0.2
"Census Tract 2315, Cook County, Illinois",100,2.4,96,0.2,0,0,1.4,0
"Census Tract 2402, Cook County, Illinois",99.3,84.3,2.1,0,4.5,0,8.5,0.7
"Census Tract 2403, Cook County, Illinois",96.6,82,0,0,4.2,0,10.4,3.4
"Census Tract 2405, Cook County, Illinois",99,76.6,13.9,0,5.6,0,2.8,1
"Census Tract 2406, Cook County, Illinois",100,61.8,3.6,0,3.5,0,31.2,0
"Census Tract 2407, Cook County, Illinois",100,50.1,3.7,0,7.6,0,38.6,0
"Census Tract 2408, Cook County, Illinois",97.3,62.4,8.2,0,3,0,23.7,2.7
"Census Tract 2409, Cook County, Illinois",99.1,52.6,23,0.8,2.6,0,20,0.9
"Census Tract 2410, Cook County, Illinois",99.1,32.4,41.4,1,0,0,24.3,0.9
"Census Tract 2411, Cook County, Illinois",100,58.1,20.3,0,1.3,0,20.2,0
"Census Tract 2412, Cook County, Illinois",99.3,66.7,7.8,2.1,5.8,0,16.8,0.7
"Census Tract 2413, Cook County, Illinois",99.5,70.3,22.1,0.8,3.5,0,2.9,0.5
"Census Tract 2414, Cook County, Illinois",99.8,81.8,8.7,0,1.9,0,7.3,0.2
"Census Tract 2415, Cook County, Illinois",99.2,70.6,3.3,1.4,3.1,0,20.9,0.8
