GEO.display-label,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC58,HC03_VC63,HC03_VC64
"Census Tract 2414, Cook County, Illinois",93.9,75.1,14.4,0,2.3,0,2.1,6.1
"Census Tract 2415, Cook County, Illinois",98.9,76.4,2,1.4,4.3,0,14.8,1.1
"Census Tract 2416, Cook County, Illinois",99,78.6,4.7,0.8,9,0,5.9,1
"Census Tract 2420, Cook County, Illinois",97,49.5,19.9,0.9,1.8,0,25.1,3
"Census Tract 2421, Cook County, Illinois",98.4,76.8,6.7,0.7,2.9,0.7,10.5,1.6
"Census Tract 2422, Cook County, Illinois",98,81.8,3.9,0.9,3.6,0,7.9,2
"Census Tract 2423, Cook County, Illinois",96.8,88.3,2.1,0,2.3,0,4.1,3.2
"Census Tract 2424, Cook County, Illinois",99.1,93.1,0.6,0,1.2,0,4.2,0.9
"Census Tract 2425, Cook County, Illinois",99,73.2,2.9,0,5.3,0,17.6,1
"Census Tract 2426, Cook County, Illinois",96.5,71.5,13.6,0,0.8,0,10.6,3.5
"Census Tract 2427, Cook County, Illinois",99.8,41.4,24.3,0,2.3,0,31.8,0.2
"Census Tract 2428, Cook County, Illinois",100,82.6,0.5,0,1.8,0,15.1,0
"Census Tract 2429, Cook County, Illinois",96.9,74.8,2,0.5,5.1,0,14.5,3.1
"Census Tract 2430, Cook County, Illinois",98.2,83,1.7,0,2.4,0,11.1,1.8
"Census Tract 2431, Cook County, Illinois",100,66,3.5,0.9,0.9,0,28.7,0
"Census Tract 2432, Cook County, Illinois",98.2,69.5,0.4,0,3.6,0,24.7,1.8
"Census Tract 2433, Cook County, Illinois",96.6,79.7,2.3,1,7.5,0,6.1,3.4
"Census Tract 2434, Cook County, Illinois",99,70.8,3.5,0,6.6,0,18.1,1
"Census Tract 2435, Cook County, Illinois",97.9,70.5,17.3,0,6.6,0,3.6,2.1
"Census Tract 2502, Cook County, Illinois",99.2,6.3,63.3,1.1,0.9,0,27.7,0.8
"Census Tract 2503, Cook County, Illinois",100,4.2,81.4,0,0.2,0,14.2,0
"Census Tract 2504, Cook County, Illinois",100,4.2,86.6,0,0,0,9.3,0
"Census Tract 2505, Cook County, Illinois",98.4,55.5,29.4,0.3,1.3,0,12,1.6
"Census Tract 2506, Cook County, Illinois",97.8,3.5,90,0,0,0,4.3,2.2
"Census Tract 2507, Cook County, Illinois",100,0.5,98.8,0,0.3,0,0.4,0
"Census Tract 2508, Cook County, Illinois",99.8,6.2,88,0,0,0,5.7,0.2
"Census Tract 2510, Cook County, Illinois",100,12,88,0,0,0,0,0
"Census Tract 2511, Cook County, Illinois",95.6,5.3,87.8,0,0,0,2.5,4.4
"Census Tract 2512, Cook County, Illinois",96.9,6.4,88.6,1.9,0,0,0,3.1
"Census Tract 2513, Cook County, Illinois",99.5,1.2,93.6,0.4,0,0,4.3,0.5
"Census Tract 2514, Cook County, Illinois",100,6.3,92.7,0,0,0,1,0
"Census Tract 2515, Cook County, Illinois",100,4,95.8,0,0.1,0,0.1,0
"Census Tract 2516, Cook County, Illinois",100,0.5,94.8,0,0.7,0,4,0
"Census Tract 2517, Cook County, Illinois",99.4,6,87,0,0.7,0,5.7,0.6
"Census Tract 2518, Cook County, Illinois",100,1.1,98.7,0.2,0,0,0,0
"Census Tract 2519, Cook County, Illinois",100,3,94.7,0.2,0.7,0,1.3,0
"Census Tract 2520, Cook County, Illinois",100,3.2,93.9,0,0.1,0,2.9,0
"Census Tract 2521.01, Cook County, Illinois",100,19.7,77.7,0,0,0,2.6,0
"Census Tract 2521.02, Cook County, Illinois",99.4,0,99.4,0,0,0,0,0.6
"Census Tract 2522.01, Cook County, Illinois",100,5.4,94.5,0,0.2,0,0,0
"Census Tract 2522.02, Cook County, Illinois",100,0.9,98.8,0.3,0,0,0,0
"Census Tract 2601, Cook County, Illinois",100,6.2,93.8,0,0,0,0,0
"Census Tract 2602, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 2603, Cook County, Illinois",99.5,1.4,97.9,0,0,0,0.2,0.5
"Census Tract 2604, Cook County, Illinois",99.2,0.9,98,0,0.2,0,0.1,0.8
"Census Tract 2605, Cook County, Illinois",100,0.4,99.6,0,0,0,0,0
"Census Tract 2606, Cook County, Illinois",99.1,3.2,95.6,0,0,0,0.3,0.9
"Census Tract 2607, Cook County, Illinois",100,0,99.3,0,0.7,0,0,0
"Census Tract 2608, Cook County, Illinois",100,1.7,92,0,0,0,6.3,0
"Census Tract 2609, Cook County, Illinois",100,2.8,95.3,1.7,0,0,0.3,0
"Census Tract 2610, Cook County, Illinois",100,0,99.4,0,0,0,0.6,0
"Census Tract 2705, Cook County, Illinois",97.7,3.4,91,0,0,0,3.2,2.3
"Census Tract 2712, Cook County, Illinois",100,1.2,98.8,0,0,0,0,0
"Census Tract 2713, Cook County, Illinois",100,2.1,96.8,0,0,0,1.1,0
"Census Tract 2714, Cook County, Illinois",100,2.7,95.7,0,0,0,1.6,0
"Census Tract 2715, Cook County, Illinois",99.4,0.3,99.2,0,0,0,0,0.6
"Census Tract 2718, Cook County, Illinois",100,1.9,98.1,0,0,0,0,0
"Census Tract 2801, Cook County, Illinois",99,81.9,5.3,0.5,9.6,0,1.9,1
"Census Tract 2804, Cook County, Illinois",100,22.1,75,0,2.2,0,0.7,0
"Census Tract 2808, Cook County, Illinois",100,14.1,85.9,0,0,0,0,0
"Census Tract 2809, Cook County, Illinois",98.3,2.5,94,0,0,0,1.8,1.7
"Census Tract 2819, Cook County, Illinois",97.5,59.9,10.6,0,25.9,0,1.1,2.5
"Census Tract 2827, Cook County, Illinois",95.3,33.5,46.3,0,6.2,0,9.3,4.7
"Census Tract 2828, Cook County, Illinois",97.6,57.1,18.5,0,12.8,0,9.2,2.4
"Census Tract 2831, Cook County, Illinois",99.2,32.2,41.2,0,22.7,0,3,0.8
"Census Tract 2832, Cook County, Illinois",97.6,32.9,39.3,0,24.5,0,0.8,2.4
"Census Tract 2838, Cook County, Illinois",98,31.6,54.9,0.8,8.5,0,2.4,2
"Census Tract 2909, Cook County, Illinois",97.7,3.2,92.3,0,0,0,2.1,2.3
"Census Tract 2912, Cook County, Illinois",97.4,0.1,97.3,0,0,0,0,2.6
"Census Tract 2916, Cook County, Illinois",100,28.4,30.3,1.8,0,0,39.5,0
"Census Tract 2922, Cook County, Illinois",99.5,3.9,93.8,0,1.8,0,0,0.5
"Census Tract 2924, Cook County, Illinois",100,4.5,95.5,0,0,0,0,0
"Census Tract 2925, Cook County, Illinois",99.8,0.2,99.5,0,0,0,0,0.2
"Census Tract 3005, Cook County, Illinois",100,54.8,3,0,0,0,42.2,0
"Census Tract 3006, Cook County, Illinois",100,70.5,16,0,0.1,0,13.4,0
"Census Tract 3007, Cook County, Illinois",100,63.7,3.6,0,0,0,32.7,0
"Census Tract 3008, Cook County, Illinois",97.3,55.2,0,0,0,0,42.2,2.7
"Census Tract 3009, Cook County, Illinois",100,66.4,1.6,0,0.1,0,31.9,0
"Census Tract 3011, Cook County, Illinois",100,58.2,2.7,0.3,0,0,38.7,0
"Census Tract 3012, Cook County, Illinois",100,66.8,8.4,1.1,0,0,23.6,0
"Census Tract 3016, Cook County, Illinois",100,67.6,0.1,0.3,0,0,32,0
"Census Tract 3017.01, Cook County, Illinois",99.7,60.5,0,0,0,0,39.1,0.3
"Census Tract 3017.02, Cook County, Illinois",100,48.2,0,0,0,0,51.8,0
"Census Tract 3018.01, Cook County, Illinois",99.3,64,3.8,0,0,0,31.5,0.7
"Census Tract 3018.02, Cook County, Illinois",100,48.9,0.1,0,0,0,51,0
"Census Tract 3018.03, Cook County, Illinois",98,72.2,0,0.3,0,0,25.5,2
"Census Tract 3102, Cook County, Illinois",98.3,61.1,0,0,0.5,0,36.6,1.7
"Census Tract 3103, Cook County, Illinois",97.3,42.2,4.3,0,0.2,0,50.6,2.7
"Census Tract 3104, Cook County, Illinois",99.6,54.6,10.3,4.8,0.9,0,29.1,0.4
"Census Tract 3105, Cook County, Illinois",98.5,33.3,0.3,0.2,0.2,0,64.6,1.5
"Census Tract 3106, Cook County, Illinois",91.3,44.2,8.7,0,2.9,0,35.5,8.7
"Census Tract 3107, Cook County, Illinois",100,51.4,4.2,0,1.7,0,42.7,0
"Census Tract 3108, Cook County, Illinois",99,42.8,0.6,0.4,0,0,55.1,1
"Census Tract 3109, Cook County, Illinois",98.8,43.2,2.2,1.1,0.8,0,51.4,1.2
"Census Tract 3201, Cook County, Illinois",98.9,72.6,6.3,0.2,16.7,0,3,1.1
"Census Tract 3204, Cook County, Illinois",93.7,71.4,12.4,0,9.9,0,0,6.3
"Census Tract 3206, Cook County, Illinois",96,60,19.3,0.3,16.3,0,0,4
"Census Tract 3301, Cook County, Illinois",97.1,51.2,27.5,0.4,15.2,0,2.7,2.9
"Census Tract 3302, Cook County, Illinois",98.1,47.1,28.9,0,20.8,0,1.3,1.9
"Census Tract 3403, Cook County, Illinois",92.5,17.8,0,0,71.3,0,3.5,7.5
"Census Tract 3404, Cook County, Illinois",95.3,19.3,0,0,71.8,3.6,0.5,4.7
"Census Tract 3405, Cook County, Illinois",100,44.2,11.7,0.3,27.1,0,16.8,0
"Census Tract 3406, Cook County, Illinois",99.6,0,99.6,0,0,0,0,0.4
"Census Tract 3501, Cook County, Illinois",98.3,15.1,57.2,0.8,21.1,0,4,1.7
"Census Tract 3504, Cook County, Illinois",100,0,93.6,0,0,0,6.4,0
"Census Tract 3510, Cook County, Illinois",99.4,2.5,75.1,0,21.6,0,0.3,0.6
"Census Tract 3511, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 3514, Cook County, Illinois",100,10.5,87.4,0,2.1,0,0,0
"Census Tract 3515, Cook County, Illinois",100,0,64.4,0,35.6,0,0,0
"Census Tract 3602, Cook County, Illinois",98.6,0,95.8,0,0,0,2.8,1.4
"Census Tract 3801, Cook County, Illinois",100,5.5,94.2,0.3,0,0,0,0
"Census Tract 3802, Cook County, Illinois",99,5.1,93.9,0,0,0,0,1
"Census Tract 3805, Cook County, Illinois",99.3,1,98.3,0,0,0,0,0.7
"Census Tract 3807, Cook County, Illinois",98.8,22,76.3,0,0.6,0,0,1.2
"Census Tract 3812, Cook County, Illinois",98,6.2,91.3,0,0,0,0.5,2
"Census Tract 3814, Cook County, Illinois",100,4.3,92.9,0,0,0,2.8,0
"Census Tract 3815, Cook County, Illinois",100,0.7,96.6,0,2.7,0,0,0
"Census Tract 3817, Cook County, Illinois",,,,,,,,
"Census Tract 3818, Cook County, Illinois",96.8,8.1,83.4,0,0,0,5.2,3.2
"Census Tract 3819, Cook County, Illinois",98,1.8,96.2,0,0,0,0,2
"Census Tract 3901, Cook County, Illinois",99.2,4.4,92.1,0,0.9,0,1.8,0.8
"Census Tract 3902, Cook County, Illinois",98.7,3.3,86.1,0,9.2,0,0,1.3
"Census Tract 3903, Cook County, Illinois",99.1,5.2,92.4,0,0.9,0,0.6,0.9
"Census Tract 3904, Cook County, Illinois",100,6.9,91.8,1.2,0.2,0,0,0
"Census Tract 3905, Cook County, Illinois",100,26.9,64.1,0.6,8.5,0,0,0
"Census Tract 3906, Cook County, Illinois",93,39.8,46.1,0,7.1,0,0,7
"Census Tract 3907, Cook County, Illinois",97.2,34.2,45.7,0,16.8,0,0.5,2.8
"Census Tract 4003, Cook County, Illinois",100,0.8,97.9,0,0,0,1.3,0
"Census Tract 4004, Cook County, Illinois",99.5,0.6,97.7,0,0.6,0,0.6,0.5
"Census Tract 4005, Cook County, Illinois",98.9,0.5,98.4,0,0,0,0,1.1
"Census Tract 4008, Cook County, Illinois",98.7,0.1,98.6,0,0,0,0,1.3
"Census Tract 4101, Cook County, Illinois",94.8,28.9,49,0,5.8,0,11.1,5.2
"Census Tract 4102, Cook County, Illinois",97,41.2,39.5,2.1,13.9,0,0.4,3
"Census Tract 4105, Cook County, Illinois",98.4,30.4,60.1,1.4,6.4,0,0.1,1.6
"Census Tract 4106, Cook County, Illinois",97.5,44.6,41.1,0,9.3,0,2.6,2.5
"Census Tract 4107, Cook County, Illinois",93.8,54.7,21,0,10.6,0,7.5,6.2
"Census Tract 4108, Cook County, Illinois",96.4,38.4,40.6,0,14.8,0,2.5,3.6
"Census Tract 4109, Cook County, Illinois",95.1,51.4,34.2,0,6.4,0,3.1,4.9
"Census Tract 4110, Cook County, Illinois",97.4,61.6,26.5,0.5,7.3,0.2,1.4,2.6
"Census Tract 4111, Cook County, Illinois",98.2,72.8,3.1,0.1,21.7,0,0.6,1.8
"Census Tract 4112, Cook County, Illinois",98.5,73.6,10.3,0,13.7,0,0.8,1.5
"Census Tract 4201, Cook County, Illinois",100,7.1,92.1,0,0.8,0,0,0
"Census Tract 4202, Cook County, Illinois",97.3,23.8,68.3,2.1,2.2,0,0.8,2.7
"Census Tract 4203, Cook County, Illinois",99.7,29.1,57,0,12.3,0,1.3,0.3
"Census Tract 4204, Cook County, Illinois",97.9,10.9,76.2,0,9.7,0,1.1,2.1
"Census Tract 4205, Cook County, Illinois",99.3,0.3,99,0,0,0,0,0.7
"Census Tract 4206, Cook County, Illinois",99.5,1.6,98,0,0,0,0,0.5
"Census Tract 4207, Cook County, Illinois",99.4,0.7,98.4,0,0,0,0.3,0.6
"Census Tract 4208, Cook County, Illinois",98.9,4.1,93.6,0.5,0,0,0.7,1.1
"Census Tract 4212, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 4301.01, Cook County, Illinois",91.8,1.7,90.2,0,0,0,0,8.2
"Census Tract 4301.02, Cook County, Illinois",99.2,0.4,98.8,0,0,0,0,0.8
"Census Tract 4302, Cook County, Illinois",97,2.2,90.8,0.6,0,0,3.4,3
"Census Tract 4303, Cook County, Illinois",100,0.4,99,0.6,0,0,0,0
"Census Tract 4304, Cook County, Illinois",98.4,1.1,97.3,0,0,0,0,1.6
"Census Tract 4305, Cook County, Illinois",98.1,0,98.1,0,0,0,0,1.9
"Census Tract 4306, Cook County, Illinois",99.5,1.4,98.1,0,0,0,0,0.5
"Census Tract 4307, Cook County, Illinois",96.8,3.7,93.1,0,0,0,0,3.2
"Census Tract 4308, Cook County, Illinois",100,2,96.6,0.6,0,0.9,0,0
"Census Tract 4309, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 4312, Cook County, Illinois",98.1,1.8,94.6,0,0,0,1.7,1.9
"Census Tract 4313.01, Cook County, Illinois",98.9,0.5,96.2,1.9,0,0,0.4,1.1
"Census Tract 4313.02, Cook County, Illinois",97.6,0,97.5,0,0,0,0.1,2.4
"Census Tract 4314, Cook County, Illinois",97.1,3.9,92.3,0,0.6,0,0.3,2.9
"Census Tract 4401.01, Cook County, Illinois",100,0,99.3,0.2,0.5,0,0,0
"Census Tract 4401.02, Cook County, Illinois",99.7,0.6,98.9,0.1,0,0,0,0.3
"Census Tract 4402.01, Cook County, Illinois",97,0,96.7,0.2,0,0,0,3
"Census Tract 4402.02, Cook County, Illinois",97.7,0,97.7,0,0,0,0,2.3
"Census Tract 4403, Cook County, Illinois",98.4,0.8,97.6,0,0,0,0,1.6
"Census Tract 4406, Cook County, Illinois",100,0.2,99.2,0.6,0,0,0,0
"Census Tract 4407, Cook County, Illinois",95.5,1.6,93.4,0,0.6,0,0,4.5
"Census Tract 4408, Cook County, Illinois",100,0.8,98.7,0,0,0,0.5,0
"Census Tract 4409, Cook County, Illinois",97.6,1,96.5,0,0,0,0,2.4
"Census Tract 4503, Cook County, Illinois",98.5,3.3,95.2,0,0,0,0,1.5
"Census Tract 4601, Cook County, Illinois",98.8,15.5,76.5,0,0,0,6.8,1.2
"Census Tract 4602, Cook County, Illinois",100,50,33.1,1.7,0.3,0,14.9,0
"Census Tract 4603.01, Cook County, Illinois",99.2,20,66.7,0,0,0,12.5,0.8
"Census Tract 4603.02, Cook County, Illinois",98.8,0,94.7,0,2.2,0,1.8,1.3
"Census Tract 4604, Cook County, Illinois",99.8,0.6,98.6,0,0,0,0.6,0.2
"Census Tract 4605, Cook County, Illinois",100,1.2,96.9,0,0,1.9,0,0
"Census Tract 4606, Cook County, Illinois",100,10.3,77.2,0,0.1,0,12.4,0
"Census Tract 4607, Cook County, Illinois",95.8,27.2,48.5,0,0.7,0,19.4,4.2
"Census Tract 4610, Cook County, Illinois",100,36.9,56.9,0,0,0,6.2,0
"Census Tract 4701, Cook County, Illinois",100,0.5,99.5,0,0,0,0,0
"Census Tract 4801, Cook County, Illinois",100,1.3,98.3,0.4,0,0,0,0
"Census Tract 4802, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 4803, Cook County, Illinois",100,1,97.7,0,0,0,1.3,0
"Census Tract 4804, Cook County, Illinois",99.8,1.1,97.9,0,0.2,0,0.6,0.2
"Census Tract 4805, Cook County, Illinois",99.3,3.3,88.9,0,0,0,7.1,0.7
"Census Tract 4903, Cook County, Illinois",97.3,0.9,96.4,0,0,0,0,2.7
"Census Tract 4904, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 4905, Cook County, Illinois",99.4,2.6,94.4,0,1.3,0,1,0.6
"Census Tract 4906, Cook County, Illinois",98,0.3,94.7,0,3,0,0,2
"Census Tract 4907, Cook County, Illinois",99.6,0.2,98.7,0,0,0,0.7,0.4
"Census Tract 4908, Cook County, Illinois",98.5,1.9,96.1,0,0,0,0.5,1.5
"Census Tract 4909.01, Cook County, Illinois",99.6,2.6,96.2,0,0.9,0,0,0.4
"Census Tract 4909.02, Cook County, Illinois",100,0,99.8,0.2,0,0,0,0
"Census Tract 4910, Cook County, Illinois",97.9,1.2,96.7,0,0,0,0,2.1
"Census Tract 4911, Cook County, Illinois",100,2.2,97.7,0,0,0,0.1,0
"Census Tract 4912, Cook County, Illinois",99.7,1.1,98.7,0,0,0,0,0.3
"Census Tract 4913, Cook County, Illinois",100,1.7,98.3,0,0,0,0,0
"Census Tract 4914, Cook County, Illinois",99.4,0.6,98.7,0,0,0,0,0.6
"Census Tract 5001, Cook County, Illinois",100,0.8,98.2,0,0,0,1,0
"Census Tract 5002, Cook County, Illinois",100,4.8,95.2,0,0,0,0,0
"Census Tract 5003, Cook County, Illinois",99.5,46,40.5,0,0,0,13,0.5
"Census Tract 5101, Cook County, Illinois",98.8,52.1,3.4,0,0,0,43.2,1.2
"Census Tract 5102, Cook County, Illinois",99.2,12,82.9,0,0.4,0,3.9,0.8
"Census Tract 5103, Cook County, Illinois",96,0.6,93.7,0,0.4,0.2,1.1,4
"Census Tract 5201, Cook County, Illinois",95.2,61.2,13.1,0,0,0,20.8,4.8
"Census Tract 5202, Cook County, Illinois",98.8,69.9,11.9,0,0,0,17,1.2
"Census Tract 5203, Cook County, Illinois",98.7,67.1,0.7,0.3,0.3,0,30.3,1.3
"Census Tract 5204, Cook County, Illinois",97.9,61.4,0.2,0,0,0,36.3,2.1
"Census Tract 5205, Cook County, Illinois",96.8,73.4,0.3,0,0.3,0,22.9,3.2
"Census Tract 5206, Cook County, Illinois",98.4,73.5,0,0,1.5,0,23.4,1.6
"Census Tract 5301, Cook County, Illinois",100,23.5,60.2,0,0,0,16.2,0
"Census Tract 5302, Cook County, Illinois",99.8,0.3,99.6,0,0,0,0,0.2
"Census Tract 5303, Cook County, Illinois",100,0.3,96.9,0,0,0,2.7,0
"Census Tract 5304, Cook County, Illinois",100,0.4,99.6,0,0,0,0,0
"Census Tract 5305.01, Cook County, Illinois",99,1.3,97.7,0,0,0,0,1
"Census Tract 5305.02, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 5305.03, Cook County, Illinois",98.1,0,98.1,0,0,0,0,1.9
"Census Tract 5306, Cook County, Illinois",100,3.3,96.5,0.3,0,0,0,0
"Census Tract 5401.01, Cook County, Illinois",99.9,3.3,94.4,0.1,2,0,0,0.1
"Census Tract 5401.02, Cook County, Illinois",100,0.8,99.2,0,0,0,0,0
"Census Tract 5501, Cook County, Illinois",98.5,70.5,12.4,0.7,0.4,0,14.6,1.5
"Census Tract 5502, Cook County, Illinois",94.5,85.6,4.5,0.3,0,0,4.1,5.5
"Census Tract 5601, Cook County, Illinois",100,68.4,13.5,0,10.6,0,7.5,0
"Census Tract 5602, Cook County, Illinois",100,8.6,88,0,1.8,0,1.5,0
"Census Tract 5603, Cook County, Illinois",100,55.7,13.7,0,8.5,0,22.1,0
"Census Tract 5604, Cook County, Illinois",100,73,0,1,6.1,0,19.9,0
"Census Tract 5607, Cook County, Illinois",92.9,67.2,0.1,0,2.9,0,22.7,7.1
"Census Tract 5608, Cook County, Illinois",96.3,80.9,0.2,0,0,0,15.2,3.7
"Census Tract 5609, Cook County, Illinois",98.1,82.9,0.3,0,1.4,0,13.6,1.9
"Census Tract 5610, Cook County, Illinois",98.8,80.7,0,0,0,0,18.1,1.2
"Census Tract 5611, Cook County, Illinois",97.6,82.2,0,0,0.3,0,15,2.4
"Census Tract 5701, Cook County, Illinois",98.7,63.9,0,9,0,0,25.8,1.3
"Census Tract 5702, Cook County, Illinois",99.6,74.2,0.1,0.4,1.1,0,23.7,0.4
"Census Tract 5703, Cook County, Illinois",99.5,65.6,0,0,0.8,0,33.1,0.5
"Census Tract 5704, Cook County, Illinois",99,60.6,1.9,0,0,0,36.5,1
"Census Tract 5705, Cook County, Illinois",100,52.2,5.9,0,0,0,41.9,0
"Census Tract 5801, Cook County, Illinois",99.3,55.3,4.2,0,10.5,0,29.4,0.7
"Census Tract 5802, Cook County, Illinois",99,34.3,1.4,0,8.3,0,55,1
"Census Tract 5803, Cook County, Illinois",100,45.1,0,0.6,7.2,0,47.2,0
"Census Tract 5804, Cook County, Illinois",99.5,55.3,0.7,0,7.8,0,35.6,0.5
"Census Tract 5805.01, Cook County, Illinois",99.5,59.9,1.7,0,5.2,0,32.7,0.5
"Census Tract 5805.02, Cook County, Illinois",98,56.2,2.2,0,14.4,0,25.3,2
"Census Tract 5806, Cook County, Illinois",99.4,70.3,3,0.7,6,0,19.5,0.6
"Census Tract 5807, Cook County, Illinois",99.9,62.7,0,0,5.5,0,31.7,0.1
"Census Tract 5808, Cook County, Illinois",100,72.1,0.8,1.4,0,0,25.6,0
"Census Tract 5905, Cook County, Illinois",100,58,0.8,0.3,15.2,0,25.8,0
"Census Tract 5906, Cook County, Illinois",97.1,47.4,0.3,0,11.4,0,37.9,2.9
"Census Tract 5907, Cook County, Illinois",99.3,45.8,7.2,0,13.5,0,32.8,0.7
"Census Tract 6004, Cook County, Illinois",96.1,31.6,2.6,0,53.8,0,8.1,3.9
"Census Tract 6006, Cook County, Illinois",97.9,27.5,0.4,4.9,39.5,0,25.7,2.1
"Census Tract 6007, Cook County, Illinois",99.3,52.6,4.6,0.2,19.5,0,22.4,0.7
"Census Tract 6009, Cook County, Illinois",95.2,41.3,6,1.6,23.2,0,23.1,4.8
"Census Tract 6103, Cook County, Illinois",95.6,50.4,3.3,2.5,0.7,0,38.8,4.4
"Census Tract 6104, Cook County, Illinois",100,67.8,0,3.7,0,0,28.5,0
"Census Tract 6108, Cook County, Illinois",98.7,98.7,0,0,0,0,0,1.3
"Census Tract 6110, Cook County, Illinois",98.2,10.9,60.9,0,0,0,26.4,1.8
"Census Tract 6111, Cook County, Illinois",99.6,43,21.8,0,0,0,34.8,0.4
"Census Tract 6112, Cook County, Illinois",100,43,24.2,2,0.7,0,30.1,0
"Census Tract 6113, Cook County, Illinois",98.1,50,12.8,0,0,0,35.2,1.9
"Census Tract 6114, Cook County, Illinois",98.9,55.4,3.2,0,0,0,40.3,1.1
"Census Tract 6115, Cook County, Illinois",100,43.9,9.5,1.3,0,0,45.3,0
"Census Tract 6116, Cook County, Illinois",92,14.2,67.2,0,0,0,10.6,8
"Census Tract 6117, Cook County, Illinois",98.5,19.6,68.5,0,0,0,10.4,1.5
"Census Tract 6118, Cook County, Illinois",95.7,27.1,58.3,0,0,0.4,9.8,4.3
"Census Tract 6119, Cook County, Illinois",99.6,7.5,89.1,0,0,0,3,0.4
"Census Tract 6120, Cook County, Illinois",99.4,0.2,98.6,0,0,0,0.6,0.6
"Census Tract 6121, Cook County, Illinois",100,2.6,97.4,0,0,0,0,0
"Census Tract 6201, Cook County, Illinois",98,54.1,4.3,0.3,0.6,0,38.8,2
"Census Tract 6202, Cook County, Illinois",97.9,44.2,0.4,0,5.5,0,47.8,2.1
"Census Tract 6203, Cook County, Illinois",97.5,65.1,0.9,0,1.7,0,29.8,2.5
"Census Tract 6204, Cook County, Illinois",99.4,62.7,4.3,0.1,0.8,0,31.4,0.6
"Census Tract 6301, Cook County, Illinois",100,45.2,23.6,0,0,0,31.2,0
"Census Tract 6302, Cook County, Illinois",98.5,56,0.6,0,3.9,0,38,1.5
"Census Tract 6303, Cook County, Illinois",100,64,0.1,0.7,0,0,35.3,0
"Census Tract 6304, Cook County, Illinois",99.7,53,0,0,1.2,0,45.4,0.3
"Census Tract 6305, Cook County, Illinois",99.1,55.5,3.8,0,0.7,0,39.1,0.9
"Census Tract 6308, Cook County, Illinois",99.3,57.6,3.9,0,0.1,0,37.6,0.7
"Census Tract 6309, Cook County, Illinois",99.5,55.5,1.1,0,1,0,41.8,0.5
"Census Tract 6401, Cook County, Illinois",95.1,50.3,3.5,0,2.1,0,39.2,4.9
"Census Tract 6403, Cook County, Illinois",97.5,73,0.2,2.3,0,0,21.8,2.5
"Census Tract 6404, Cook County, Illinois",98.9,79.7,0,0,0,0,19.2,1.1
"Census Tract 6405, Cook County, Illinois",97.9,70.3,0.3,0,0.9,0,26.3,2.1
"Census Tract 6406, Cook County, Illinois",99,76,0,0,2.8,0,20.2,1
"Census Tract 6407, Cook County, Illinois",98.4,62.3,0.1,0,0.6,0,35.4,1.6
"Census Tract 6408, Cook County, Illinois",100,56.8,3.5,0,0,0,39.6,0
"Census Tract 6501, Cook County, Illinois",94.9,34.7,2.8,0.2,0.3,0,56.9,5.1
"Census Tract 6502, Cook County, Illinois",93.4,39.6,0.4,2.7,0,0,50.8,6.6
"Census Tract 6503.01, Cook County, Illinois",99.8,45.8,1.6,0,0,0,52.4,0.2
"Census Tract 6503.02, Cook County, Illinois",95,44.1,2.1,0,0,0,48.8,5
"Census Tract 6504, Cook County, Illinois",99.6,24.3,2.5,1,0.6,0,71.2,0.4
"Census Tract 6505, Cook County, Illinois",98.6,43.3,14,0.9,1.1,0,39.3,1.4
"Census Tract 6603.01, Cook County, Illinois",100,6.9,57.9,0,0,0,35.2,0
"Census Tract 6603.02, Cook County, Illinois",99.3,16.4,19.9,1.3,0.9,0,60.8,0.7
"Census Tract 6604, Cook County, Illinois",99.6,26.1,3.5,0.2,0,0,69.9,0.4
"Census Tract 6605, Cook County, Illinois",99.4,20.2,16.4,0,0,0,62.8,0.6
"Census Tract 6606, Cook County, Illinois",98.5,5.9,67.8,0,0.5,0,24.2,1.5
"Census Tract 6607, Cook County, Illinois",100,5.1,93.8,0,0.1,0,1,0
"Census Tract 6608, Cook County, Illinois",98.1,5.5,61.9,0.6,0,0,30.1,1.9
"Census Tract 6609, Cook County, Illinois",99.8,6.6,85.8,0,0.9,0,6.5,0.2
"Census Tract 6610, Cook County, Illinois",98.6,1.5,92.9,0,3.5,0,0.7,1.4
"Census Tract 6611, Cook County, Illinois",99.1,18.9,48.5,0,0.7,0,31,0.9
"Census Tract 6701, Cook County, Illinois",100,5.3,94.7,0,0,0,0,0
"Census Tract 6702, Cook County, Illinois",100,0,100,0,0,0,0,0
"Census Tract 6703, Cook County, Illinois",98.4,4.8,91.9,0,1.7,0,0,1.6
"Census Tract 6704, Cook County, Illinois",94.3,4.6,86.5,0,0,0,3.2,5.7
"Census Tract 6705, Cook County, Illinois",100,1.2,93.5,0,1.6,0,3.7,0
"Census Tract 6706, Cook County, Illinois",96.7,0,96.7,0,0,0,0,3.3
