GEO.display-label,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC58,HC03_VC63,HC03_VC64
"Census Tract 207.02, Cook County, Illinois",98.2,50.6,7.2,0.2,37.5,0,2.7,1.8
"Census Tract 208.01, Cook County, Illinois",98.1,58.4,4.4,0,15.6,0,19.7,1.9
"Census Tract 208.02, Cook County, Illinois",98.3,36.3,15.6,2.4,27.9,0,16.1,1.7
"Census Tract 209.01, Cook County, Illinois",98.4,40.6,11.3,0.1,32.5,0,13.8,1.6
"Census Tract 209.02, Cook County, Illinois",99.1,49.1,17,0.1,24.9,0,8,0.9
"Census Tract 301.01, Cook County, Illinois",98.6,62.9,18.9,0.2,9.8,0,6.8,1.4
"Census Tract 301.02, Cook County, Illinois",97.2,56.9,17.6,1.1,18.5,0,3.2,2.8
"Census Tract 301.03, Cook County, Illinois",93.9,63.2,24.2,0,5.8,0,0.6,6.1
"Census Tract 301.04, Cook County, Illinois",94.2,56,21.1,0.4,11.6,0.2,4.9,5.8
"Census Tract 302, Cook County, Illinois",95.8,68.5,10.6,0,6.8,0,9.8,4.2
"Census Tract 303, Cook County, Illinois",98.8,61,9.8,0.4,8.7,0.5,18.4,1.2
"Census Tract 304, Cook County, Illinois",95.2,66.6,9.6,0.9,9,0,9.2,4.8
"Census Tract 305, Cook County, Illinois",97.2,65.6,8.3,0,9.3,0,13.9,2.8
"Census Tract 306.01, Cook County, Illinois",99.4,52.2,25.8,0,16.9,0,4.5,0.6
"Census Tract 306.03, Cook County, Illinois",98.5,44.9,30,0,23.2,0,0.4,1.5
"Census Tract 306.04, Cook County, Illinois",98.5,47.2,23.6,0,26,0,1.7,1.5
"Census Tract 307.01, Cook County, Illinois",93.7,47.3,29.9,0,13.9,0,2.6,6.3
"Census Tract 307.02, Cook County, Illinois",100,83.1,0.6,0,16.3,0,0,0
"Census Tract 307.03, Cook County, Illinois",100,69.4,19.4,0,9.9,0,1.4,0
"Census Tract 307.06, Cook County, Illinois",94,56.1,15.7,0,17.1,0,5.1,6
"Census Tract 308, Cook County, Illinois",95.8,74.7,2.4,0,14.1,0,4.5,4.2
"Census Tract 309, Cook County, Illinois",95.9,68.1,3.8,0.2,14.3,0,9.4,4.1
"Census Tract 310, Cook County, Illinois",96.7,74.7,4.1,0,5.7,0,12.2,3.3
"Census Tract 311, Cook County, Illinois",98.9,62.1,4,0,18.1,0,14.7,1.1
"Census Tract 312, Cook County, Illinois",96.6,39.2,36.8,1.4,14.9,0,4.4,3.4
"Census Tract 313, Cook County, Illinois",96.6,48,23.5,0.1,23.4,0,1.5,3.4
"Census Tract 314, Cook County, Illinois",95.9,79.2,7.1,0.2,7.8,0,1.7,4.1
"Census Tract 315.01, Cook County, Illinois",99.2,33,32.1,0,21.8,0,12.4,0.8
"Census Tract 315.02, Cook County, Illinois",95,41.6,42.3,0.6,5.5,0,5.1,5
"Census Tract 317, Cook County, Illinois",100,63.1,20.1,0,8.4,0,8.4,0
"Census Tract 318, Cook County, Illinois",100,88.7,2.1,1,7.2,0,1,0
"Census Tract 319, Cook County, Illinois",99,71.1,12.2,0,10.4,0,5.3,1
"Census Tract 321, Cook County, Illinois",98,72.4,13.2,0,5.5,0,6.8,2
"Census Tract 401, Cook County, Illinois",97.6,66.4,8.4,3.1,9.7,0,10.1,2.4
"Census Tract 402.01, Cook County, Illinois",96.8,72.8,2.2,1.4,11.1,0,9.3,3.2
"Census Tract 402.02, Cook County, Illinois",98.7,50.3,10.4,0,27.4,0,10.6,1.3
"Census Tract 403, Cook County, Illinois",97.2,49.8,9.2,1.2,30,0,7,2.8
"Census Tract 404.01, Cook County, Illinois",98.9,77.5,3.7,0.5,7.7,1.1,8.4,1.1
"Census Tract 404.02, Cook County, Illinois",99.7,71.7,4.3,0,6.8,4.7,12.1,0.3
"Census Tract 406, Cook County, Illinois",98.7,69.8,1.3,0.3,5,0,22.3,1.3
"Census Tract 407, Cook County, Illinois",99.1,84.7,3.3,0,4.7,0,6.4,0.9
"Census Tract 408, Cook County, Illinois",93.7,81.7,2.9,1.2,5.7,0,2.2,6.3
"Census Tract 409, Cook County, Illinois",94.7,84.3,0.5,0,3.5,0,6.3,5.3
"Census Tract 501, Cook County, Illinois",98.8,86,2.8,0,8.2,0,1.7,1.2
"Census Tract 502, Cook County, Illinois",98.4,80.4,2.1,0,6.9,0,9,1.6
"Census Tract 503, Cook County, Illinois",97.6,92.6,0,1.7,3.4,0,0,2.4
"Census Tract 505, Cook County, Illinois",94,91,0.3,0,1.8,0,0.9,6
"Census Tract 506, Cook County, Illinois",97.9,92.7,1.7,0,3,0,0.5,2.1
"Census Tract 507, Cook County, Illinois",97.7,86.2,6.8,0,0,0,4.7,2.3
"Census Tract 508, Cook County, Illinois",97.3,92,0,0.7,4.1,0,0.5,2.7
"Census Tract 509, Cook County, Illinois",99.5,89.4,0,1,5.7,0,3.4,0.5
"Census Tract 510, Cook County, Illinois",99,85.4,0,0,8.4,0,5.2,1
"Census Tract 511, Cook County, Illinois",97.6,89,6.1,0,2.5,0,0,2.4
"Census Tract 512, Cook County, Illinois",100,91.1,1.8,0.6,4.8,0,1.6,0
"Census Tract 513, Cook County, Illinois",98.4,89.7,0.6,0,5.7,0,2.4,1.6
"Census Tract 514, Cook County, Illinois",97.3,71.4,14.6,0,5.9,0,5.5,2.7
"Census Tract 601, Cook County, Illinois",98.9,88.4,7.6,0,1.8,0,1.1,1.1
"Census Tract 602, Cook County, Illinois",99.5,80.3,0.9,0,9,0,9.2,0.5
"Census Tract 603, Cook County, Illinois",100,97.3,0.3,0,2.4,0,0,0
"Census Tract 604, Cook County, Illinois",99.7,94.3,0.3,0,2.5,0,2.6,0.3
"Census Tract 605, Cook County, Illinois",99.3,90.8,3.3,0.3,4.4,0,0.4,0.7
"Census Tract 608, Cook County, Illinois",99.7,76.4,6.2,0,13.9,0,3.2,0.3
"Census Tract 609, Cook County, Illinois",96.8,74.7,6,0.7,10.8,0,4.7,3.2
"Census Tract 610, Cook County, Illinois",97.1,86.7,1.3,0.6,5,0,3.5,2.9
"Census Tract 611, Cook County, Illinois",100,96.2,0,0.4,3.4,0,0,0
"Census Tract 612, Cook County, Illinois",95.1,88.9,0.8,0.5,4.9,0,0,4.9
"Census Tract 615, Cook County, Illinois",98.6,94,2,0,1.2,0,1.4,1.4
"Census Tract 618, Cook County, Illinois",100,89.7,1.2,0,4.3,0.3,4.5,0
"Census Tract 619.01, Cook County, Illinois",96.4,81.3,4.5,0,5.1,0,5.5,3.6
"Census Tract 619.02, Cook County, Illinois",98.8,84.6,3.1,0.4,9.4,1,0.3,1.2
"Census Tract 620, Cook County, Illinois",97.7,89.8,2.1,0,5.5,0,0.3,2.3
"Census Tract 621, Cook County, Illinois",98.9,83.7,0.6,0,10.5,0,4,1.1
"Census Tract 622, Cook County, Illinois",96.6,88.5,0.7,0,5.1,0,2.4,3.4
"Census Tract 623, Cook County, Illinois",98.3,95.1,0,0,3,0,0.2,1.7
"Census Tract 624, Cook County, Illinois",99.2,92.5,0.9,0,4.6,0.5,0.7,0.8
"Census Tract 625, Cook County, Illinois",98.2,87.1,3.2,0,7.1,0,0.8,1.8
"Census Tract 626, Cook County, Illinois",98.3,89.5,0.4,0,7.1,0,1.3,1.7
"Census Tract 627, Cook County, Illinois",96.8,89.8,0.8,0.4,2.6,0,3.2,3.2
"Census Tract 628, Cook County, Illinois",99,84.2,7.1,0,5.3,0,2.4,1
"Census Tract 629, Cook County, Illinois",98.9,95.6,0.3,0,2.6,0,0.4,1.1
"Census Tract 630, Cook County, Illinois",97.4,90.5,3.6,0.3,2.4,0,0.6,2.6
"Census Tract 631, Cook County, Illinois",98.8,84,3.7,0,8.6,0,2.6,1.2
"Census Tract 632, Cook County, Illinois",98.3,77.7,5.4,0,11.5,0,3.7,1.7
"Census Tract 633.01, Cook County, Illinois",99.6,75.1,7.2,0,17.3,0,0,0.4
"Census Tract 633.02, Cook County, Illinois",100,88.5,1.2,0,10,0,0.2,0
"Census Tract 633.03, Cook County, Illinois",100,92.6,0.9,0,6.6,0,0,0
"Census Tract 634, Cook County, Illinois",98.5,84,8.9,0,5,0,0.7,1.5
"Census Tract 701.01, Cook County, Illinois",99.7,90.8,2.5,0,6.1,0,0.3,0.3
"Census Tract 701.02, Cook County, Illinois",99.3,81.1,5.7,1.3,9.8,0,1.5,0.7
"Census Tract 701.03, Cook County, Illinois",100,86,1.7,0,12.3,0,0,0
"Census Tract 702, Cook County, Illinois",95.1,82.6,4.3,0,7.5,0,0.6,4.9
"Census Tract 703, Cook County, Illinois",98.1,85.6,1.3,0,10.5,0,0.7,1.9
"Census Tract 704, Cook County, Illinois",99.1,89.2,5.4,0,2.8,0,1.7,0.9
"Census Tract 705, Cook County, Illinois",100,89.7,2.2,1.2,6.1,0,0.7,0
"Census Tract 706, Cook County, Illinois",99,93.9,0.3,0,2.4,0,2.5,1
"Census Tract 707, Cook County, Illinois",97.8,70.1,7.2,0,13.8,0,6.7,2.2
"Census Tract 710, Cook County, Illinois",96.2,83.2,4.6,0.3,5.9,0,2.3,3.8
"Census Tract 711, Cook County, Illinois",98.4,90,3.1,0.2,4.4,0,0.6,1.6
"Census Tract 712, Cook County, Illinois",99.4,89.4,3.9,0,6.1,0,0,0.6
"Census Tract 713, Cook County, Illinois",99.3,92,2.8,0,4.5,0,0,0.7
"Census Tract 714, Cook County, Illinois",99,88.3,4,0.2,4.2,0,2.2,1
"Census Tract 715, Cook County, Illinois",99.6,87.8,7.6,0,3,0,1.1,0.4
"Census Tract 716, Cook County, Illinois",95.4,84.5,3.2,0,4.7,0,3,4.6
"Census Tract 717, Cook County, Illinois",99.7,79.1,13.8,0,5.4,0,1.3,0.3
"Census Tract 718, Cook County, Illinois",100,85.5,10,0,4.6,0,0,0
"Census Tract 801, Cook County, Illinois",97.3,90.8,0.9,0,5,0,0.6,2.7
"Census Tract 802.01, Cook County, Illinois",98,90.3,1.8,0,4.9,0,0.9,2
"Census Tract 802.02, Cook County, Illinois",100,87,6.8,0,6.2,0,0,0
"Census Tract 803, Cook County, Illinois",99.6,86.8,5.8,0,6.6,0,0.3,0.4
"Census Tract 804, Cook County, Illinois",99.1,28.5,63.8,0.5,3,0,3.2,0.9
"Census Tract 810, Cook County, Illinois",99,71.7,11.2,0,13,0,3.1,1
"Census Tract 811, Cook County, Illinois",100,82.7,8.3,0.5,7.1,0,1.4,0
"Census Tract 812.01, Cook County, Illinois",97.7,82.5,1.9,0,12.6,0,0.7,2.3
"Census Tract 812.02, Cook County, Illinois",98.3,88.5,0,0,3.6,0,6.2,1.7
"Census Tract 813, Cook County, Illinois",100,85.1,2.8,0,11.9,0,0.2,0
"Census Tract 814.01, Cook County, Illinois",98.9,70.8,17.8,0,8.9,0,1.4,1.1
"Census Tract 814.02, Cook County, Illinois",97.8,83.8,1.6,0.3,12.1,0,0,2.2
"Census Tract 814.03, Cook County, Illinois",97.8,70.5,3.2,0,19.9,0,4.1,2.2
"Census Tract 815, Cook County, Illinois",98.1,80.3,2.5,0,15,0,0.4,1.9
"Census Tract 816, Cook County, Illinois",96.8,72.1,1.1,1.3,15.1,0,7.2,3.2
"Census Tract 817, Cook County, Illinois",100,73.7,5.5,0,13.5,0,7.2,0
"Census Tract 818, Cook County, Illinois",98.3,82.4,2.7,0.7,10.4,0,2.2,1.7
"Census Tract 819, Cook County, Illinois",98.5,36.9,55.7,0,5.2,0,0.7,1.5
"Census Tract 901, Cook County, Illinois",99.7,97.7,0,0,1.7,0,0.2,0.3
"Census Tract 902, Cook County, Illinois",97.2,93.7,0,0,2.8,0,0.6,2.8
"Census Tract 903, Cook County, Illinois",99.1,98.2,0,0,0.3,0,0.6,0.9
"Census Tract 1001, Cook County, Illinois",93.5,82.5,0.8,0,7.7,0,2.5,6.5
"Census Tract 1002, Cook County, Illinois",96.9,83.8,2.4,1,2.7,0,7.1,3.1
"Census Tract 1003, Cook County, Illinois",99.2,92.9,1.1,0.1,1.4,0,3.7,0.8
"Census Tract 1004, Cook County, Illinois",100,94.5,0.2,0,4.5,0,0.9,0
"Census Tract 1005, Cook County, Illinois",97.1,84.9,0.1,0,3.5,0,8.6,2.9
"Census Tract 1006, Cook County, Illinois",98.5,87.2,0,0,8.5,0,2.8,1.5
"Census Tract 1007, Cook County, Illinois",99.5,87.2,0,0,6.2,0,6,0.5
"Census Tract 1101, Cook County, Illinois",96.3,79,1.9,0,7.7,0,7.7,3.7
"Census Tract 1102, Cook County, Illinois",96.1,81.5,0,0.7,10.2,0,3.6,3.9
"Census Tract 1103, Cook County, Illinois",99,87.6,0,1,9.2,0,1.1,1
"Census Tract 1104, Cook County, Illinois",98.8,82.6,0.3,0,5.8,0,10.1,1.2
"Census Tract 1105.01, Cook County, Illinois",99.1,78.5,2.1,0,13.3,0,5.3,0.9
"Census Tract 1105.02, Cook County, Illinois",99.7,86,1,0,5.3,0,7.4,0.3
"Census Tract 1201, Cook County, Illinois",100,90.9,1.5,0.3,5.4,0.8,1,0
"Census Tract 1202, Cook County, Illinois",97.3,86.1,0.8,0.3,10.2,0,0,2.7
"Census Tract 1203, Cook County, Illinois",97.3,71.4,2.7,0,20.7,0,2.5,2.7
"Census Tract 1204, Cook County, Illinois",95.3,63.3,0.7,0,11.8,0,19.5,4.7
"Census Tract 1301, Cook County, Illinois",96.5,67.5,5.2,0.1,19.9,0,3.7,3.5
"Census Tract 1302, Cook County, Illinois",96.7,82.6,4.1,0,7,0,3.1,3.3
"Census Tract 1303, Cook County, Illinois",96.7,53.4,1.5,0,30.9,0,10.9,3.3
"Census Tract 1401, Cook County, Illinois",97.9,32.5,7,0,11,0,47.4,2.1
"Census Tract 1402, Cook County, Illinois",94.6,29.1,2.5,1.2,11.5,0,50.3,5.4
"Census Tract 1403.01, Cook County, Illinois",99.6,22.2,3.1,0,19.2,0,55.1,0.4
"Census Tract 1403.02, Cook County, Illinois",99,29.1,9,0,18.7,0,42.2,1
"Census Tract 1404, Cook County, Illinois",92.7,53.1,1.2,0,21.6,0,16.8,7.3
"Census Tract 1405, Cook County, Illinois",96.1,50.9,3.1,0.7,2.1,0,39.2,3.9
"Census Tract 1406.01, Cook County, Illinois",99.4,26,5,0,12.4,1.8,54.2,0.6
"Census Tract 1406.02, Cook County, Illinois",98.1,26.8,4.6,0,6.4,0,60.3,1.9
"Census Tract 1407.01, Cook County, Illinois",98.9,59.2,2,0,9.3,0,28.4,1.1
"Census Tract 1407.02, Cook County, Illinois",94.3,38.2,7.3,0.2,5.8,0,42.9,5.7
"Census Tract 1408, Cook County, Illinois",97.7,50.4,1.7,0.3,10.7,0.4,34.2,2.3
"Census Tract 1502, Cook County, Illinois",96.5,64.6,8.4,0,4.1,0,19.5,3.5
"Census Tract 1503, Cook County, Illinois",96.1,75.4,0.5,0.9,3.6,0,15.7,3.9
"Census Tract 1504.01, Cook County, Illinois",98.3,76,0,0,7,0,15.2,1.7
"Census Tract 1504.02, Cook County, Illinois",94.1,72.6,2,0,5.7,0,13.7,5.9
"Census Tract 1505.01, Cook County, Illinois",97.6,80.8,0.1,0.4,8.1,0,8.2,2.4
"Census Tract 1505.02, Cook County, Illinois",96,55.4,1.6,0,7.5,0,31.5,4
"Census Tract 1506, Cook County, Illinois",96.8,61.2,0.7,0,3.5,0,31.4,3.2
"Census Tract 1507, Cook County, Illinois",98.9,70.9,0.4,0.2,5,0,22.5,1.1
"Census Tract 1508, Cook County, Illinois",95.3,58.3,0.6,0,5.9,0,30.5,4.7
"Census Tract 1510.01, Cook County, Illinois",97.4,36.8,2,0,0,0,58.6,2.6
"Census Tract 1510.02, Cook County, Illinois",97.8,49.2,0.5,2.1,5.6,0.6,39.7,2.2
"Census Tract 1511, Cook County, Illinois",96.3,57.9,1.4,0.4,3.4,0,33.3,3.7
"Census Tract 1512, Cook County, Illinois",99.8,75.4,3.5,0,5.1,0,15.7,0.2
"Census Tract 1601, Cook County, Illinois",99.4,75.9,0,1.8,4.6,0,17.1,0.6
"Census Tract 1602, Cook County, Illinois",96.5,67.2,3.7,0,6.3,0,19.3,3.5
"Census Tract 1603, Cook County, Illinois",99.7,52.3,15.3,0.2,12.7,0,19.2,0.3
"Census Tract 1604, Cook County, Illinois",96,49.6,5.7,0,4.4,0,36.3,4
"Census Tract 1605.01, Cook County, Illinois",96.9,34.6,6,0,7.1,0,49.1,3.1
"Census Tract 1605.02, Cook County, Illinois",99.5,48.8,0.8,0,6.3,0,43.5,0.5
"Census Tract 1606.01, Cook County, Illinois",98.6,60.6,1.2,0,11.8,0,25,1.4
"Census Tract 1606.02, Cook County, Illinois",98.5,51.4,1.6,0,11.7,0,33.8,1.5
"Census Tract 1607, Cook County, Illinois",96.5,65.3,2.9,0,9.4,0,18.8,3.5
"Census Tract 1608, Cook County, Illinois",97.6,63.4,0.9,0,7.1,0,26.2,2.4
"Census Tract 1609, Cook County, Illinois",97.7,77.9,0.1,0,7.5,0,12.1,2.3
"Census Tract 1610, Cook County, Illinois",98.6,89.4,0,0.1,3.2,0,5.9,1.4
"Census Tract 1611, Cook County, Illinois",96.6,81.1,2.6,0,11.2,0,1.7,3.4
"Census Tract 1612, Cook County, Illinois",100,58.8,0.6,0,11.2,0,29.5,0
"Census Tract 1613, Cook County, Illinois",96.6,79.6,2.3,0,2.1,0,12.6,3.4
"Census Tract 1701, Cook County, Illinois",100,89.1,2,0,6.4,0,2.5,0
"Census Tract 1702, Cook County, Illinois",98.8,77.6,0,2.6,5.7,0,12.9,1.2
"Census Tract 1703, Cook County, Illinois",99.5,90.7,0.8,0,4.3,0,3.7,0.5
"Census Tract 1704, Cook County, Illinois",97.1,90.6,0.3,0.2,3.2,0,2.9,2.9
"Census Tract 1705, Cook County, Illinois",99.4,91.2,1.7,0,0.3,0,6.2,0.6
"Census Tract 1706, Cook County, Illinois",100,82.3,2,0,11.9,0,3.8,0
"Census Tract 1707, Cook County, Illinois",99.7,93.1,0,0,3.9,0,2.7,0.3
"Census Tract 1708, Cook County, Illinois",98,87.8,0,0,1.5,0,8.7,2
"Census Tract 1709, Cook County, Illinois",96.6,76.2,6.7,0,3.5,0,10.1,3.4
"Census Tract 1710, Cook County, Illinois",99.8,83.1,0.2,0,5,0,11.4,0.2
"Census Tract 1711, Cook County, Illinois",98.1,64.2,1.6,0,6.4,0,25.9,1.9
"Census Tract 1801, Cook County, Illinois",99.3,66.4,2.9,0.5,3.4,0.3,25.8,0.7
"Census Tract 1901, Cook County, Illinois",99.1,44.1,5.2,0,0,0,49.8,0.9
"Census Tract 1902, Cook County, Illinois",95.7,38.9,1.3,0.5,1.1,0,53.9,4.3
"Census Tract 1903, Cook County, Illinois",99.8,56.1,0.4,0,0.7,0,42.7,0.2
"Census Tract 1904.01, Cook County, Illinois",99.8,64.4,4.1,0,4.7,0,26.5,0.2
"Census Tract 1904.02, Cook County, Illinois",94,40.4,3.6,0,3,0,47,6
"Census Tract 1906.01, Cook County, Illinois",99.4,24.9,5.1,0,1.8,0,67.6,0.6
"Census Tract 1906.02, Cook County, Illinois",98.8,45.6,11.4,0.3,0.3,0,41.2,1.2
"Census Tract 1907.01, Cook County, Illinois",99.5,38.5,3.6,0,0,0,57.3,0.5
"Census Tract 1907.02, Cook County, Illinois",98.3,35.2,4.1,0,2.8,0,56.2,1.7
"Census Tract 1908, Cook County, Illinois",96.3,28.4,3.9,0.4,3.1,0,60.6,3.7
"Census Tract 1909, Cook County, Illinois",100,38,14.9,0,0.4,0,46.8,0
"Census Tract 1910, Cook County, Illinois",100,35.8,2.6,0,0,0,61.6,0
"Census Tract 1911, Cook County, Illinois",97.9,19.6,11.9,0,1,0,65.4,2.1
"Census Tract 1912, Cook County, Illinois",100,16,2.7,0,0,0,81.3,0
"Census Tract 1913.01, Cook County, Illinois",99,28.6,15.1,1.4,1.4,0,52.4,1
"Census Tract 1913.02, Cook County, Illinois",100,32.6,2.6,0,0,0,64.8,0
"Census Tract 2001, Cook County, Illinois",99.5,42.6,0,1.1,0.5,0,55.3,0.5
"Census Tract 2002, Cook County, Illinois",99.4,27.6,0.6,0,2.4,0,68.8,0.6
"Census Tract 2003, Cook County, Illinois",95.1,36.7,1.8,0,0,0,56.6,4.9
"Census Tract 2004.01, Cook County, Illinois",98.4,46.4,0,0.9,0,0,51.1,1.6
"Census Tract 2004.02, Cook County, Illinois",97.6,30.3,1.7,0.3,0.3,0,65,2.4
"Census Tract 2101, Cook County, Illinois",95.5,64.6,6.1,0,3.9,0,20.8,4.5
"Census Tract 2104, Cook County, Illinois",99.8,75.3,1.3,0,3.7,0,19.5,0.2
"Census Tract 2105.01, Cook County, Illinois",98.8,66.1,2,0.6,3.5,0,26.6,1.2
"Census Tract 2105.02, Cook County, Illinois",100,74.5,1.6,0,0.1,0,23.9,0
"Census Tract 2106.01, Cook County, Illinois",98.3,67.4,0.9,0,6,0,24,1.7
"Census Tract 2106.02, Cook County, Illinois",98.6,74,4.3,0,0.8,0,19.5,1.4
"Census Tract 2107, Cook County, Illinois",97.3,75.6,4.8,0.2,2.8,0.7,13.2,2.7
"Census Tract 2108, Cook County, Illinois",99.6,63.8,1.1,0,0,0,34.7,0.4
"Census Tract 2109, Cook County, Illinois",95,62.6,2.3,0,5.7,0,24.4,5
"Census Tract 2203, Cook County, Illinois",98,84.5,4.3,0.1,2,0,7,2
"Census Tract 2204, Cook County, Illinois",97.5,69,4.3,0.3,6.4,0,17.5,2.5
"Census Tract 2205, Cook County, Illinois",96.2,79.4,6.5,0,4.9,0,5.4,3.8
"Census Tract 2206.01, Cook County, Illinois",94.4,74.5,10.7,0,2.2,0,7,5.6
"Census Tract 2206.02, Cook County, Illinois",98,61.9,10.4,0,8,0,17.6,2
"Census Tract 2207.01, Cook County, Illinois",100,82.1,7.8,0,0.9,0,9.2,0
"Census Tract 2207.02, Cook County, Illinois",94.3,69.2,5.3,0,2,0,17.8,5.7
"Census Tract 2209.01, Cook County, Illinois",97.4,69.3,13.4,1.2,1.3,0,12.3,2.6
"Census Tract 2209.02, Cook County, Illinois",97.9,63,13.4,0,0.9,0,20.6,2.1
"Census Tract 2210, Cook County, Illinois",100,69.6,10,0.7,1.5,0,18.3,0
"Census Tract 2211, Cook County, Illinois",94,68.5,11.1,0.3,0.7,0.4,13,6
"Census Tract 2212, Cook County, Illinois",96.2,63.2,4.8,0,0.9,0,27.4,3.8
"Census Tract 2213, Cook County, Illinois",98.7,75.4,2.9,0.5,3.7,0,16.2,1.3
"Census Tract 2214, Cook County, Illinois",99.7,79.1,2.9,0.3,2.2,0,15.3,0.3
"Census Tract 2215, Cook County, Illinois",96.1,79.2,5.8,0.3,3.2,0,7.5,3.9
"Census Tract 2216, Cook County, Illinois",97.1,83.8,1.1,0,4.3,0,8,2.9
"Census Tract 2222, Cook County, Illinois",97.3,79.9,3,0,12.9,0,1.5,2.7
"Census Tract 2225, Cook County, Illinois",99.4,85,7,0,0,0,7.4,0.6
"Census Tract 2226, Cook County, Illinois",98.3,66.6,8,0,7.2,0,16.6,1.7
"Census Tract 2227, Cook County, Illinois",99.2,62.8,14.3,0,0,0,22.1,0.8
"Census Tract 2228, Cook County, Illinois",100,60,30.3,0,0,0,9.7,0
"Census Tract 2229, Cook County, Illinois",100,61.4,18.7,0,0,0,19.9,0
"Census Tract 2301, Cook County, Illinois",100,51.1,17.5,0,0.5,0,30.9,0
"Census Tract 2302, Cook County, Illinois",85.3,34.1,15.6,0,0,0,35.6,14.7
"Census Tract 2303, Cook County, Illinois",100,48.1,1.3,0,1.1,0,49.5,0
"Census Tract 2304, Cook County, Illinois",94.8,28.2,4.5,0.9,0.3,0,60.8,5.2
"Census Tract 2305, Cook County, Illinois",99.7,41.5,12,0,0,0,46.2,0.3
"Census Tract 2306, Cook County, Illinois",99.1,17,30.7,0.9,0,0,50.5,0.9
"Census Tract 2307, Cook County, Illinois",97.6,28.5,21.1,0,0.5,0,47.6,2.4
"Census Tract 2308, Cook County, Illinois",99.8,73.9,2.7,0,0,0,23.3,0.2
"Census Tract 2309, Cook County, Illinois",95.8,34,27.5,0,0.8,0,33.4,4.2
"Census Tract 2311, Cook County, Illinois",98.5,1.5,77.1,0,0,0,20,1.5
"Census Tract 2312, Cook County, Illinois",99.8,9.8,78.1,0,0,0,11.9,0.2
"Census Tract 2315, Cook County, Illinois",99.2,1.9,94.2,0,0,0,3.1,0.8
"Census Tract 2402, Cook County, Illinois",98.4,83.4,2.1,0,5.6,0,7.3,1.6
"Census Tract 2403, Cook County, Illinois",96.3,86,0,0,3.6,0,6.8,3.7
"Census Tract 2405, Cook County, Illinois",98.8,82.7,8.5,0,5.9,0,1.7,1.2
"Census Tract 2406, Cook County, Illinois",100,73.8,4.6,0,7.1,0,14.6,0
"Census Tract 2407, Cook County, Illinois",99.8,77.9,2.3,0,4.5,0,15.1,0.2
"Census Tract 2408, Cook County, Illinois",96.9,70.1,8.5,0,3.7,0,14.6,3.1
"Census Tract 2409, Cook County, Illinois",98.9,55.2,10.3,0.2,6.8,0,26.3,1.1
"Census Tract 2410, Cook County, Illinois",98.9,45.4,33.2,1,0,0,19.3,1.1
"Census Tract 2411, Cook County, Illinois",98.1,62.1,13.7,0,0.8,0,21.4,1.9
"Census Tract 2412, Cook County, Illinois",99.2,68,9.4,2.2,7.5,0,12,0.8
"Census Tract 2413, Cook County, Illinois",100,75.9,18.8,1.1,3.4,0,0.8,0
